anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,4888,531055,9.20431970323225,ILI
2024,43,4595,527057,8.71822212777745,ILI
2024,44,4412,533223,8.27421172755114,ILI
2024,45,5146,538493,9.55629878197117,ILI
2024,46,5236,537679,9.73815231764678,ILI
2024,47,5478,539863,10.1470187806907,ILI
2024,48,5709,529701,10.7777784070636,ILI
2024,49,5889,529369,11.1245652843291,ILI
2024,50,6394,527807,12.1142766200524,ILI
2024,51,6431,527264,12.1969260180858,ILI
2024,52,5513,486564,11.3304724558331,ILI
2025,1,6431,492936,13.0463183861597,ILI
2025,2,7996,513885,15.55990153439,ILI
2025,3,8080,482162,16.7578531696816,ILI
2025,4,7275,398322,18.2641179749047,ILI
