anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,1016,155481,6.53456049292196,ILI
2024,43,1087,158115,6.87474306675521,ILI
2024,44,1190,157770,7.54262534068581,ILI
2024,45,1394,160724,8.67325352778676,ILI
2024,46,1487,160724,9.2518852193823,ILI
2024,47,1565,158196,9.89279122101697,ILI
2024,48,1694,155869,10.8681007769345,ILI
2024,49,1656,153461,10.7910153068206,ILI
2024,50,1970,153461,12.8371377744183,ILI
2024,51,2001,152568,13.1154632688375,ILI
2024,52,1967,149792,13.1315424054689,ILI
2025,1,2569,150084,17.11708110125,ILI
2025,2,3002,151614,19.8002822958302,ILI
2025,3,3057,150593,20.2997483282756,ILI
2025,4,3279,143618,22.8313999637928,ILI
2025,5,3268,137872,23.7031449460369,ILI
2025,6,1899,104304,18.2063966866084,ILI
