anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,911,169757,5.36649445972773,ILI
2024,43,1018,168912,6.0268068580089,ILI
2024,44,972,182451,5.32745778318562,ILI
2024,45,1167,190132,6.13784107882944,ILI
2024,46,1386,201464,6.8796410276774,ILI
2024,47,1513,211861,7.14147483491535,ILI
2024,48,1464,209224,6.99728520628609,ILI
2024,49,1538,211565,7.26963344598587,ILI
2024,50,1699,211565,8.03062888473992,ILI
2024,51,1689,208868,8.0864469425666,ILI
2024,52,1301,201264,6.4641465935289,ILI
2025,1,1499,202833,7.39031617143167,ILI
2025,2,2256,208095,10.8412023354718,ILI
2025,3,2506,208095,12.0425767077537,ILI
2025,4,2977,208095,14.3059660251328,ILI
2025,5,2910,207511,14.0233529788782,ILI
2025,6,2546,203435,12.5150539484356,ILI
2025,7,2524,202436,12.4681380782074,ILI
2025,8,2335,200871,11.6243758432029,ILI
2025,9,2284,200926,11.3673690811543,ILI
2025,10,1687,193425,8.72172676748094,ILI
2025,11,1330,183736,7.2386467540384,ILI
2025,12,919,171897,5.346224774138,ILI
2025,13,723,145225,4.97848166637976,ILI
