anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,286,166863,1.71398093046391,ILI
2024,43,385,166863,2.30728202177835,ILI
2024,44,439,168446,2.60617646011185,ILI
2024,45,752,168446,4.46433871982713,ILI
2024,46,886,168076,5.27142483162379,ILI
2024,47,997,168076,5.93184035793332,ILI
2024,48,1097,168076,6.52680930055451,ILI
2024,49,1232,168076,7.33001737309312,ILI
2024,50,1523,171562,8.87725720147818,ILI
2024,51,1856,169639,10.9408803400162,ILI
2024,52,2003,170722,11.7325242206628,ILI
2025,1,2320,169363,13.6983874872316,ILI
2025,2,2679,167779,15.9674333498233,ILI
2025,3,3292,164589,20.001336662839,ILI
2025,4,3279,163024,20.1136029050937,ILI
2025,5,2778,147612,18.8196081619381,ILI
2025,6,1668,89101,18.7203286158405,ILI
