anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,1167,173329,6.73286062920804,ILI
2024,43,1146,172610,6.63924453971381,ILI
2024,44,977,171172,5.70770920477648,ILI
2024,45,1368,176509,7.75031301520036,ILI
2024,46,1420,180976,7.84634426664309,ILI
2024,47,1522,181345,8.39284237227384,ILI
2024,48,1485,177221,8.37936813357333,ILI
2024,49,1770,180649,9.79800607808513,ILI
2024,50,1864,179539,10.3821453834543,ILI
2024,51,1727,177398,9.73517176067374,ILI
2024,52,1665,168848,9.86094001705676,ILI
2025,1,1790,173689,10.3057764164685,ILI
2025,2,2289,177706,12.8808256333495,ILI
2025,3,2870,170249,16.8576614253241,ILI
2025,4,3361,166921,20.1352735725283,ILI
2025,5,2839,145514,19.5101502260951,ILI
