anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,4888,533614,9.16017945556151,ILI
2024,43,4598,529616,8.68176188030573,ILI
2024,44,4425,535782,8.25895606795301,ILI
2024,45,5173,541052,9.56100337860317,ILI
2024,46,5263,540238,9.74200259885458,ILI
2024,47,5500,542422,10.1397067228099,ILI
2024,48,5737,532260,10.7785668658175,ILI
2024,49,5916,531928,11.1218059587012,ILI
2024,50,6427,530366,12.1180467827877,ILI
2024,51,6509,531249,12.2522583571922,ILI
2024,52,5582,490549,11.3790875121547,ILI
2025,1,6529,499652,13.0670946979097,ILI
2025,2,8218,523050,15.7116910429213,ILI
2025,3,8571,509401,16.8256442370549,ILI
2025,4,8673,469653,18.4668255073427,ILI
2025,5,7278,410348,17.7361654010742,ILI
