anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,13626,2279536,5.97753226972507,ILI
2024,43,13425,2284213,5.87729778264987,ILI
2024,44,12832,2299697,5.57986552141434,ILI
2024,45,16004,2334523,6.85536188763186,ILI
2024,46,17554,2359236,7.44054431180263,ILI
2024,47,19132,2369656,8.07374572511791,ILI
2024,48,20293,2358041,8.60587241697663,ILI
2024,49,21523,2362956,9.10850646393754,ILI
2024,50,24186,2362501,10.2374559841456,ILI
2024,51,25294,2345732,10.7829879969238,ILI
2024,52,24034,2272602,10.575542923926,ILI
2025,1,28560,2292471,12.458172862383,ILI
2025,2,35284,2342303,15.0638068601714,ILI
2025,3,37600,2325235,16.1704085823583,ILI
2025,4,40404,2300300,17.5646654784159,ILI
2025,5,38436,2259702,17.0093224681839,ILI
2025,6,32846,2155881,15.2355347999263,ILI
2025,7,28501,2029787,14.0413747846449,ILI
2025,8,19944,1615644,12.3443035718265,ILI
