anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,13626,2272644,5.99565968097071,ILI
2024,43,13425,2278820,5.89120685266936,ILI
2024,44,12832,2295890,5.58911794554617,ILI
2024,45,16004,2330716,6.86655946069791,ILI
2024,46,17541,2353860,7.45201498814713,ILI
2024,47,19120,2364280,8.08702860913259,ILI
2024,48,20280,2352665,8.62001177388196,ILI
2024,49,21507,2355969,9.12872792468831,ILI
2024,50,24157,2356577,10.2508850761083,ILI
2024,51,25261,2339808,10.7961849861185,ILI
2024,52,23991,2265689,10.5888319182377,ILI
2025,1,28498,2286210,12.4651716159058,ILI
2025,2,35138,2333455,15.05835767135,ILI
2025,3,37320,2308478,16.1664958470473,ILI
2025,4,39863,2267848,17.5774566902191,ILI
2025,5,37542,2206440,17.0147386740632,ILI
2025,6,31190,2055077,15.1770468941066,ILI
2025,7,24530,1750084,14.0164700665797,ILI
