anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,593,108672,5.45678739693757,ILI
2024,43,570,112877,5.04974441205914,ILI
2024,44,602,115795,5.19884278250356,ILI
2024,45,799,122948,6.49868236978235,ILI
2024,46,906,124631,7.26945944427951,ILI
2024,47,955,120585,7.91972467554007,ILI
2024,48,1026,119461,8.58857702513791,ILI
2024,49,1039,117908,8.81195508362452,ILI
2024,50,1111,111657,9.95011508458941,ILI
2024,51,1374,103007,13.338899298106,ILI
2024,52,1080,85070,12.6954272951687,ILI
