anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,251,156704,1.60174596691852,ILI
2024,43,351,156704,2.23989177047172,ILI
2024,44,404,158286,2.55234196328165,ILI
2024,45,713,158286,4.5045045045045,ILI
2024,46,813,156670,5.18925129252569,ILI
2024,47,929,156670,5.92966107104104,ILI
2024,48,993,155158,6.39992781551709,ILI
2024,49,1107,152830,7.2433422757312,ILI
2024,50,1126,141565,7.95394341821778,ILI
2024,51,1188,126166,9.41616600351917,ILI
2024,52,923,95046,9.71108726300949,ILI
