anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,81,16642,4.86720346112246,ILI
2024,43,95,18006,5.27601910474286,ILI
2024,44,63,16426,3.83538292950201,ILI
2024,45,75,16426,4.56593205893096,ILI
2024,46,89,16426,5.41823937659808,ILI
2024,47,63,14883,4.23301753678694,ILI
2024,48,62,14883,4.16582678223476,ILI
2024,49,46,15032,3.06013837147419,ILI
2024,50,63,14533,4.33496181105071,ILI
2024,51,54,13584,3.97526501766784,ILI
2024,52,45,12962,3.47168646813763,ILI
2025,1,67,10439,6.41823929495162,ILI
2025,2,90,11388,7.90305584826133,ILI
2025,3,91,9856,9.23295454545455,ILI
