anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,146,48186,3.02992570456149,ILI
2024,43,220,48186,4.5656414726269,ILI
2024,44,230,48186,4.77317063047358,ILI
2024,45,322,49791,6.46703219457332,ILI
2024,46,295,52426,5.62697897989547,ILI
2024,47,392,50907,7.70031626298937,ILI
2024,48,564,52640,10.7142857142857,ILI
2024,49,602,53740,11.2020841086714,ILI
2024,50,822,48072,17.0993509735397,ILI
2024,51,967,47450,20.3793466807165,ILI
2024,52,1085,49015,22.1360807915944,ILI
2025,1,1149,44201,25.9948869935069,ILI
2025,2,809,33977,23.8102245636754,ILI
2025,3,257,16893,15.2134020008287,ILI
