anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,1167,173329,6.73286062920804,ILI
2024,43,1146,172610,6.63924453971381,ILI
2024,44,977,171172,5.70770920477648,ILI
2024,45,1355,175613,7.71582969370149,ILI
2024,46,1420,180976,7.84634426664309,ILI
2024,47,1522,181345,8.39284237227384,ILI
2024,48,1471,173403,8.48312889627054,ILI
2024,49,1716,172481,9.94892191023939,ILI
2024,50,1750,165203,10.593027971647,ILI
2024,51,1491,145256,10.2646362284518,ILI
2024,52,1197,111132,10.7709750566893,ILI
