anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,355,84783,4.18716016182489,ILI
2024,43,334,84783,3.93946899732258,ILI
2024,44,313,84783,3.69177783282026,ILI
2024,45,439,84783,5.17792481983416,ILI
2024,46,518,84783,6.10971539105717,ILI
2024,47,537,84783,6.33381692084498,ILI
2024,48,539,82978,6.49569765480007,ILI
2024,49,614,81668,7.51824460008816,ILI
2024,50,668,81668,8.17945829455846,ILI
2024,51,788,80540,9.7839582815992,ILI
2024,52,867,76632,11.3138114625744,ILI
2025,1,958,74646,12.8339093856335,ILI
2025,2,1125,72000,15.625,ILI
2025,3,1007,63447,15.8715148076347,ILI
