anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,860,164966,5.2131954463344,ILI
2024,43,975,164121,5.94073884512037,ILI
2024,44,930,180594,5.14967274660288,ILI
2024,45,1105,188275,5.86907449209932,ILI
2024,46,1328,198408,6.6932784968348,ILI
2024,47,1459,208805,6.98738057038864,ILI
2024,48,1412,206168,6.84878351635559,ILI
2024,49,1494,208509,7.16515833848899,ILI
2024,50,1629,208509,7.81261240521992,ILI
2024,51,1627,204246,7.96588427680346,ILI
2024,52,1247,197268,6.32134963602814,ILI
2025,1,1411,195026,7.23493277819368,ILI
2025,2,2159,200088,10.7902522889928,ILI
2025,3,2389,200088,11.9397465115349,ILI
2025,4,2843,198578,14.3167923939208,ILI
2025,5,2679,190515,14.0618848909535,ILI
2025,6,1932,162597,11.8821380468274,ILI
