anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,14,6239,2.24394935085751,ILI
2024,43,14,6239,2.24394935085751,ILI
2024,44,10,6239,1.60282096489822,ILI
2024,45,26,7837,3.31759601888478,ILI
2024,46,15,9222,1.62654521795706,ILI
2024,47,31,10235,3.02882266731803,ILI
2024,48,26,11855,2.19316743989878,ILI
2024,49,30,11855,2.53057781526782,ILI
2024,50,43,11855,3.62716153521721,ILI
2024,51,61,11855,5.1455082243779,ILI
2024,52,48,11855,4.04892450442851,ILI
2025,1,90,13785,6.52883569096844,ILI
2025,2,142,13252,10.715363718684,ILI
2025,3,187,14798,12.6368428165968,ILI
2025,4,209,14798,14.1235302067847,ILI
2025,5,256,14798,17.2996350858224,ILI
2025,6,150,11451,13.0992926381975,ILI
2025,7,92,9937,9.25832746301701,ILI
2025,8,53,9932,5.33628674989932,ILI
2025,9,18,4551,3.955174686882,ILI
