anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,860,162456,5.29374107450633,ILI
2024,43,975,161611,6.03300517910291,ILI
2024,44,930,178084,5.22225466633723,ILI
2024,45,1105,185765,5.94837563588405,ILI
2024,46,1302,195624,6.65562507667771,ILI
2024,47,1419,206021,6.88764737575296,ILI
2024,48,1384,201844,6.85678048393809,ILI
2024,49,1464,204185,7.16996841099983,ILI
2024,50,1563,199915,7.81832278718455,ILI
2024,51,1440,182625,7.88501026694045,ILI
2024,52,1014,171161,5.92424676182074,ILI
2025,01,969,149804,6.46845211075806,ILI
