anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,351,177130,1.98159543837859,ILI
2024,43,466,175773,2.65114664937163,ILI
2024,44,441,175675,2.51031734737441,ILI
2024,45,755,175675,4.29770883734168,ILI
2024,46,890,175305,5.0768660334845,ILI
2024,47,1000,175305,5.70434385784775,ILI
2024,48,1100,175305,6.27477824363253,ILI
2024,49,1236,175305,7.05056900829982,ILI
2024,50,1528,178791,8.5462914799962,ILI
2024,51,1894,178791,10.5933743868539,ILI
2024,52,2060,177964,11.5753747949023,ILI
2025,1,2452,180115,13.6135246925575,ILI
2025,2,2812,178928,15.7158186533131,ILI
2025,3,3467,175831,19.7177972029961,ILI
2025,4,3513,174266,20.1588376390116,ILI
2025,5,3198,171011,18.7005514265164,ILI
2025,6,2690,139801,19.2416363259204,ILI
2025,7,2203,111525,19.7534185160278,ILI
