anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,593,108672,5.45678739693757,ILI
2024,43,570,112877,5.04974441205914,ILI
2024,44,602,115795,5.19884278250356,ILI
2024,45,799,122948,6.49868236978235,ILI
2024,46,906,124631,7.26945944427951,ILI
2024,47,971,123184,7.88251721002728,ILI
2024,48,1050,122197,8.5926823080763,ILI
2024,49,1058,122000,8.67213114754098,ILI
2024,50,1196,123553,9.68005633210039,ILI
2024,51,1508,119126,12.6588654030187,ILI
2024,52,1393,115286,12.0829935985289,ILI
2025,1,1562,107388,14.5453868216188,ILI
2025,2,1310,88230,14.8475575201179,ILI
