anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,146,49949,2.92298144106989,ILI
2024,43,223,49949,4.46455384492182,ILI
2024,44,233,49949,4.66475805321428,ILI
2024,45,339,51554,6.57562943709508,ILI
2024,46,295,52426,5.62697897989547,ILI
2024,47,392,50907,7.70031626298937,ILI
2024,48,564,52640,10.7142857142857,ILI
2024,49,602,53740,11.2020841086714,ILI
2024,50,836,48978,17.0688880721957,ILI
2024,51,983,48978,20.0702356159909,ILI
2024,52,1100,50543,21.7636467957976,ILI
2025,1,1182,47352,24.9619868220983,ILI
2025,2,1256,47352,26.5247508025004,ILI
2025,3,941,40672,23.1363099921322,ILI
2025,4,588,30772,19.1082802547771,ILI
2025,5,298,16910,17.6227084565346,ILI
