anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,371,84783,4.37587723954095,ILI
2024,43,334,84783,3.93946899732258,ILI
2024,44,313,84783,3.69177783282026,ILI
2024,45,439,84783,5.17792481983416,ILI
2024,46,518,84783,6.10971539105717,ILI
2024,47,537,84783,6.33381692084498,ILI
2024,48,539,82978,6.49569765480007,ILI
2024,49,618,82978,7.44775723685796,ILI
2024,50,676,82978,8.14673768950806,ILI
2024,51,808,82978,9.73752078864277,ILI
2024,52,891,80731,11.0366525869864,ILI
2025,1,1043,81820,12.7474945001222,ILI
2025,2,1289,81820,15.7540943534588,ILI
2025,3,1279,80202,15.9472332360789,ILI
2025,4,1410,80202,17.58060896237,ILI
2025,5,1279,80202,15.9472332360789,ILI
2025,6,1038,78599,13.2062748889935,ILI
2025,7,955,77057,12.3934230504691,ILI
2025,8,882,77057,11.4460723879725,ILI
2025,9,621,69495,8.9358946686812,ILI
2025,10,426,58395,7.29514513228872,ILI
