anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,30,16178,1.8543701322784,ILI
2024,43,33,16178,2.03980714550624,ILI
2024,44,25,16178,1.54530844356534,ILI
2024,45,30,16178,1.8543701322784,ILI
2024,46,41,16178,2.53430584744715,ILI
2024,47,38,16178,2.34886883421931,ILI
2024,48,38,16178,2.34886883421931,ILI
2024,49,42,16178,2.59611818518976,ILI
2024,50,66,16178,4.07961429101249,ILI
2024,51,80,16178,4.94498701940907,ILI
2024,52,92,16178,5.68673507232044,ILI
2025,1,102,14720,6.92934782608696,ILI
2025,2,131,12806,10.2295798844292,ILI
2025,3,48,6203,7.73819119780751,ILI
