anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,146,48186,3.02992570456149,ILI
2024,43,220,48186,4.5656414726269,ILI
2024,44,230,48186,4.77317063047358,ILI
2024,45,322,49791,6.46703219457332,ILI
2024,46,295,52426,5.62697897989547,ILI
2024,47,392,50907,7.70031626298937,ILI
2024,48,564,52640,10.7142857142857,ILI
2024,49,602,53740,11.2020841086714,ILI
2024,50,836,48978,17.0688880721957,ILI
2024,51,978,48356,20.2249979320043,ILI
2024,52,1093,49921,21.8945934576631,ILI
2025,1,1167,45107,25.8718159044051,ILI
2025,2,1113,41756,26.6548519973177,ILI
2025,3,763,32387,23.5588353351653,ILI
2025,4,304,19132,15.8896090319883,ILI
