anno,settimana,incidenza,target
2024,46,0.0631,ILI+_FLU_B
2024,47,0.0901,ILI+_FLU_B
2024,48,0.153,ILI+_FLU_B
2024,49,0.1965,ILI+_FLU_B
2024,50,0.3583,ILI+_FLU_B
2024,51,0.5879,ILI+_FLU_B
2024,52,0.7779,ILI+_FLU_B
2025,1,1.0583,ILI+_FLU_B
2025,2,1.4793,ILI+_FLU_B
2025,3,1.9359,ILI+_FLU_B
2025,4,2.6614,ILI+_FLU_B
