target,orizzonte,luogo,tipo_valore,id_valore,valore,settimana,anno
ARI,-1,IT,quantile,0.01,13.343153423884718,02,2026
ARI,-1,IT,quantile,0.025,13.539965972254166,02,2026
ARI,-1,IT,quantile,0.05,13.63207582103913,02,2026
ARI,-1,IT,quantile,0.1,13.877262279643716,02,2026
ARI,-1,IT,quantile,0.15,14.023848085902921,02,2026
ARI,-1,IT,quantile,0.2,14.161118112863067,02,2026
ARI,-1,IT,quantile,0.25,14.25897054982521,02,2026
ARI,-1,IT,quantile,0.3,14.364206849734428,02,2026
ARI,-1,IT,quantile,0.35,14.467083048056972,02,2026
ARI,-1,IT,quantile,0.4,14.562180622926578,02,2026
ARI,-1,IT,quantile,0.45,14.675702455720971,02,2026
ARI,-1,IT,quantile,0.5,14.787834489146933,02,2026
ARI,-1,IT,quantile,0.55,14.864654482987815,02,2026
ARI,-1,IT,quantile,0.6,14.942251674376347,02,2026
ARI,-1,IT,quantile,0.65,15.049303469616031,02,2026
ARI,-1,IT,quantile,0.7,15.163208433515504,02,2026
ARI,-1,IT,quantile,0.75,15.28219294518341,02,2026
ARI,-1,IT,quantile,0.8,15.399619799473712,02,2026
ARI,-1,IT,quantile,0.85,15.547152475577713,02,2026
ARI,-1,IT,quantile,0.9,15.739197221615559,02,2026
ARI,-1,IT,quantile,0.95,15.946796717541188,02,2026
ARI,-1,IT,quantile,0.975,16.10739971779732,02,2026
ARI,-1,IT,quantile,0.99,16.263588759216628,02,2026
ARI+_FLU_A,-1,IT,quantile,0.01,9.057467168976913,02,2026
ARI+_FLU_A,-1,IT,quantile,0.025,9.300625401041,02,2026
ARI+_FLU_A,-1,IT,quantile,0.05,9.450312527584364,02,2026
ARI+_FLU_A,-1,IT,quantile,0.1,9.673020675256792,02,2026
ARI+_FLU_A,-1,IT,quantile,0.15,9.826199161312896,02,2026
ARI+_FLU_A,-1,IT,quantile,0.2,9.964195764247291,02,2026
ARI+_FLU_A,-1,IT,quantile,0.25,10.121628156413513,02,2026
ARI+_FLU_A,-1,IT,quantile,0.3,10.23556499813575,02,2026
ARI+_FLU_A,-1,IT,quantile,0.35,10.338271722670479,02,2026
ARI+_FLU_A,-1,IT,quantile,0.4,10.466477172313304,02,2026
ARI+_FLU_A,-1,IT,quantile,0.45,10.548509506694032,02,2026
ARI+_FLU_A,-1,IT,quantile,0.5,10.62677308521706,02,2026
ARI+_FLU_A,-1,IT,quantile,0.55,10.731830872993848,02,2026
ARI+_FLU_A,-1,IT,quantile,0.6,10.8302408033444,02,2026
ARI+_FLU_A,-1,IT,quantile,0.65,10.94119158448479,02,2026
ARI+_FLU_A,-1,IT,quantile,0.7,11.037613553736254,02,2026
ARI+_FLU_A,-1,IT,quantile,0.75,11.141420209162064,02,2026
ARI+_FLU_A,-1,IT,quantile,0.8,11.248580567699285,02,2026
ARI+_FLU_A,-1,IT,quantile,0.85,11.363311645282739,02,2026
ARI+_FLU_A,-1,IT,quantile,0.9,11.53643342915392,02,2026
ARI+_FLU_A,-1,IT,quantile,0.95,11.732688109627766,02,2026
ARI+_FLU_A,-1,IT,quantile,0.975,11.993026513371012,02,2026
ARI+_FLU_A,-1,IT,quantile,0.99,12.205025016254684,02,2026
ARI+_FLU_B,-1,IT,quantile,0.01,0.00021779072848685798,02,2026
ARI+_FLU_B,-1,IT,quantile,0.025,0.000405814739435271,02,2026
ARI+_FLU_B,-1,IT,quantile,0.05,0.000721723608193777,02,2026
ARI+_FLU_B,-1,IT,quantile,0.1,0.001461210033347518,02,2026
ARI+_FLU_B,-1,IT,quantile,0.15,0.002277098284682621,02,2026
ARI+_FLU_B,-1,IT,quantile,0.2,0.003175686568243879,02,2026
ARI+_FLU_B,-1,IT,quantile,0.25,0.0041302507014405595,02,2026
ARI+_FLU_B,-1,IT,quantile,0.3,0.005172383542620684,02,2026
ARI+_FLU_B,-1,IT,quantile,0.35,0.0063159576506874905,02,2026
ARI+_FLU_B,-1,IT,quantile,0.4,0.007520168431582505,02,2026
ARI+_FLU_B,-1,IT,quantile,0.45,0.008762439867024038,02,2026
ARI+_FLU_B,-1,IT,quantile,0.5,0.010121891427669616,02,2026
ARI+_FLU_B,-1,IT,quantile,0.55,0.011582211329845795,02,2026
ARI+_FLU_B,-1,IT,quantile,0.6,0.013122809409625926,02,2026
ARI+_FLU_B,-1,IT,quantile,0.65,0.014789924821525125,02,2026
ARI+_FLU_B,-1,IT,quantile,0.7,0.01663654325653955,02,2026
ARI+_FLU_B,-1,IT,quantile,0.75,0.0186307065797734,02,2026
ARI+_FLU_B,-1,IT,quantile,0.8,0.020899288231432892,02,2026
ARI+_FLU_B,-1,IT,quantile,0.85,0.02356649850016184,02,2026
ARI+_FLU_B,-1,IT,quantile,0.9,0.02667076017716368,02,2026
ARI+_FLU_B,-1,IT,quantile,0.95,0.030946091565244287,02,2026
ARI+_FLU_B,-1,IT,quantile,0.975,0.033948888361829674,02,2026
ARI+_FLU_B,-1,IT,quantile,0.99,0.0366715408799442,02,2026
ARI,0,IT,quantile,0.01,11.682568644201085,02,2026
ARI,0,IT,quantile,0.025,11.883285009320796,02,2026
ARI,0,IT,quantile,0.05,12.166423208496251,02,2026
ARI,0,IT,quantile,0.1,12.497920349052729,02,2026
ARI,0,IT,quantile,0.15,12.68951785161324,02,2026
ARI,0,IT,quantile,0.2,12.87021396668602,02,2026
ARI,0,IT,quantile,0.25,12.984038087854582,02,2026
ARI,0,IT,quantile,0.3,13.1003167585674,02,2026
ARI,0,IT,quantile,0.35,13.207967173107402,02,2026
ARI,0,IT,quantile,0.4,13.339859183930049,02,2026
ARI,0,IT,quantile,0.45,13.430351536130821,02,2026
ARI,0,IT,quantile,0.5,13.552086765204947,02,2026
