anno,settimana,incidenza,numero_casi,numero_assistiti
2013,43,0.34,7.0,20849.0
2013,44,0.0,0.0,16693.0
2013,45,0.53,11.0,20652.0
2013,46,0.59,12.0,20505.0
2013,47,0.31,6.0,19068.0
2013,48,0.67,16.0,23783.0
2013,49,1.1,22.0,20030.0
