anno,settimana,incidenza,numero_casi,numero_assistiti
2013,42,0.36,428,1176370
2013,43,0.46,565,1222506
2013,44,0.46,563,1236842
2013,45,0.67,885,1323302
2013,46,0.77,1025,1328309
2013,47,0.95,1270,1339233
2013,48,1.23,1649,1342072
2013,49,1.42,1914,1346922
