anno,settimana,incidenza,numero_casi,numero_assistiti
2013,43,0.0,0.0,0.0
2013,44,0.0,0.0,0.0
2013,45,0.49,54.0,110283.0
2013,46,0.54,60.0,111935.0
2013,47,0.43,48.0,111935.0
2013,48,0.86,87.0,101462.0
2013,49,1.1,110.0,99554.0
2013,50,1.54,140.0,90701.0
2013,52,1.46,123.0,84355.0
2014,01,2.43,204.0,83837.0
2014,02,3.28,367.0,111935.0
2014,04,4.6,515.0,111935.0
2014,05,4.78,503.0,105150.0
2014,06,5.44,609.0,111935.0
2014,07,5.06,545.0,107657.0
