anno,settimana,incidenza,numero_casi,numero_assistiti
2012,42,0.34,397,1178056
2012,43,0.46,588,1274569
2012,44,0.51,665,1293685
2012,45,0.69,920,1328625
2012,46,0.77,1026,1334317
2012,47,0.89,1181,1331392
2012,48,1.07,1460,1360022
2012,49,1.31,1784,1359398
2012,50,1.67,2290,1367740
2012,51,2.24,2940,1314336
2012,52,2.56,3302,1288749
2013,01,3.52,4751,1348598
2013,02,5.18,7165,1382554
2013,03,6.64,9113,1372457
2013,04,8.25,11237,1362074
2013,05,9.56,13062,1366270
2013,06,9.98,13472,1350138
