"orizzonte","luogo","tipo_valore","id_valore","valore","anno","settimana","target"
1,"IT","quantile","0.01",5.97080016919167,"2025",12,"ILI"
2,"IT","quantile","0.01",4.34685803677233,"2025",12,"ILI"
3,"IT","quantile","0.01",2.83369616666723,"2025",12,"ILI"
4,"IT","quantile","0.01",1.63694202835303,"2025",12,"ILI"
1,"IT","quantile","0.025",6.03542618509703,"2025",12,"ILI"
2,"IT","quantile","0.025",4.43791395730596,"2025",12,"ILI"
3,"IT","quantile","0.025",2.9205705519207,"2025",12,"ILI"
4,"IT","quantile","0.025",1.71079973278458,"2025",12,"ILI"
1,"IT","quantile","0.05",6.09750929043564,"2025",12,"ILI"
2,"IT","quantile","0.05",4.52310775562546,"2025",12,"ILI"
3,"IT","quantile","0.05",3.01540517041697,"2025",12,"ILI"
4,"IT","quantile","0.05",1.79766152937188,"2025",12,"ILI"
1,"IT","quantile","0.1",6.1747407574013,"2025",12,"ILI"
2,"IT","quantile","0.1",4.65528875043221,"2025",12,"ILI"
3,"IT","quantile","0.1",3.16227294242448,"2025",12,"ILI"
4,"IT","quantile","0.1",1.92854169534085,"2025",12,"ILI"
1,"IT","quantile","0.15",6.23138975517562,"2025",12,"ILI"
2,"IT","quantile","0.15",4.82229838831503,"2025",12,"ILI"
3,"IT","quantile","0.15",3.3640482800525,"2025",12,"ILI"
4,"IT","quantile","0.15",2.13042193852031,"2025",12,"ILI"
1,"IT","quantile","0.2",6.27284842910231,"2025",12,"ILI"
2,"IT","quantile","0.2",5.13768643814601,"2025",12,"ILI"
3,"IT","quantile","0.2",4.02585544182861,"2025",12,"ILI"
4,"IT","quantile","0.2",3.01364275715288,"2025",12,"ILI"
1,"IT","quantile","0.25",6.30608250779658,"2025",12,"ILI"
2,"IT","quantile","0.25",5.31524957450308,"2025",12,"ILI"
3,"IT","quantile","0.25",4.2985049700054,"2025",12,"ILI"
4,"IT","quantile","0.25",3.3237225860813,"2025",12,"ILI"
1,"IT","quantile","0.3",6.33503643999235,"2025",12,"ILI"
2,"IT","quantile","0.3",5.42026003148845,"2025",12,"ILI"
