orizzonte,luogo,tipo_valore,id_valore,valore,anno,settimana,target
1,IT,quantile,0.01,17.6691907986574,2025,04,ILI
2,IT,quantile,0.01,16.3030806561097,2025,04,ILI
3,IT,quantile,0.01,13.5103093090817,2025,04,ILI
4,IT,quantile,0.01,10.086561743857,2025,04,ILI
1,IT,quantile,0.99,19.5195178059044,2025,04,ILI
2,IT,quantile,0.99,21.8191252609372,2025,04,ILI
3,IT,quantile,0.99,24.4178257488717,2025,04,ILI
4,IT,quantile,0.99,27.2112316066408,2025,04,ILI
1,IT,quantile,0.025,17.7901374886831,2025,04,ILI
2,IT,quantile,0.025,16.4849084388225,2025,04,ILI
3,IT,quantile,0.025,13.7675842515286,2025,04,ILI
4,IT,quantile,0.025,10.3105014508578,2025,04,ILI
1,IT,quantile,0.975,19.4104926784274,2025,04,ILI
2,IT,quantile,0.975,21.5669775059555,2025,04,ILI
3,IT,quantile,0.975,24.0262602277595,2025,04,ILI
4,IT,quantile,0.975,26.6753532180767,2025,04,ILI
1,IT,quantile,0.05,17.8978446223724,2025,04,ILI
2,IT,quantile,0.05,16.6607190156481,2025,04,ILI
3,IT,quantile,0.05,14.0153628251655,2025,04,ILI
4,IT,quantile,0.05,10.6256701753549,2025,04,ILI
1,IT,quantile,0.95,19.3261964360085,2025,04,ILI
2,IT,quantile,0.95,21.402686067081,2025,04,ILI
3,IT,quantile,0.95,23.7124329185876,2025,04,ILI
4,IT,quantile,0.95,26.2985752040016,2025,04,ILI
1,IT,quantile,0.1,18.030325354964,2025,04,ILI
2,IT,quantile,0.1,16.9281078038008,2025,04,ILI
3,IT,quantile,0.1,14.3769061937617,2025,04,ILI
4,IT,quantile,0.1,11.0327790803938,2025,04,ILI
1,IT,quantile,0.9,19.2273788403869,2025,04,ILI
2,IT,quantile,0.9,21.2169745676171,2025,04,ILI
3,IT,quantile,0.9,23.414936808692,2025,04,ILI
4,IT,quantile,0.9,25.8617209464345,2025,04,ILI
1,IT,quantile,0.15,18.1384902732484,2025,04,ILI
2,IT,quantile,0.15,17.1481425017438,2025,04,ILI
3,IT,quantile,0.15,14.7162416864188,2025,04,ILI
4,IT,quantile,0.15,11.4279217090398,2025,04,ILI
1,IT,quantile,0.85,19.1478094900663,2025,04,ILI
2,IT,quantile,0.85,21.084195742731,2025,04,ILI
3,IT,quantile,0.85,23.2109352177309,2025,04,ILI
4,IT,quantile,0.85,25.5515133294099,2025,04,ILI
1,IT,quantile,0.2,18.2478475607108,2025,04,ILI
2,IT,quantile,0.2,17.4054387364975,2025,04,ILI
3,IT,quantile,0.2,15.1375525600592,2025,04,ILI
4,IT,quantile,0.2,11.9569077779093,2025,04,ILI
1,IT,quantile,0.8,19.0877013081142,2025,04,ILI
2,IT,quantile,0.8,20.9652569172317,2025,04,ILI
3,IT,quantile,0.8,23.0323140564144,2025,04,ILI
4,IT,quantile,0.8,25.29432355619,2025,04,ILI
1,IT,quantile,0.25,18.359504417302,2025,04,ILI
2,IT,quantile,0.25,17.8744656695621,2025,04,ILI
3,IT,quantile,0.25,15.9212159099523,2025,04,ILI
4,IT,quantile,0.25,13.12319388008,2025,04,ILI
1,IT,quantile,0.75,19.033618848972,2025,04,ILI
2,IT,quantile,0.75,20.8593276911559,2025,04,ILI
3,IT,quantile,0.75,22.8598463717483,2025,04,ILI
4,IT,quantile,0.75,25.0565736590318,2025,04,ILI
1,IT,quantile,0.3,18.4790394273903,2025,04,ILI
2,IT,quantile,0.3,18.7959541210408,2025,04,ILI
3,IT,quantile,0.3,18.3962549387505,2025,04,ILI
4,IT,quantile,0.3,17.2356964670953,2025,04,ILI
1,IT,quantile,0.7,18.9869035279649,2025,04,ILI
2,IT,quantile,0.7,20.7558683726631,2025,04,ILI
3,IT,quantile,0.7,22.7052642247514,2025,04,ILI
4,IT,quantile,0.7,24.8286608075916,2025,04,ILI
1,IT,quantile,0.35,18.5839253304353,2025,04,ILI
2,IT,quantile,0.35,19.2332981016631,2025,04,ILI
3,IT,quantile,0.35,19.0561461095123,2025,04,ILI
4,IT,quantile,0.35,18.1206473201929,2025,04,ILI
1,IT,quantile,0.65,18.9399326992768,2025,04,ILI
2,IT,quantile,0.65,20.6541124387101,2025,04,ILI
3,IT,quantile,0.65,22.53918423211,2025,04,ILI
4,IT,quantile,0.65,24.5964469101882,2025,04,ILI
1,IT,quantile,0.4,18.6581077271485,2025,04,ILI
2,IT,quantile,0.4,19.7194866339674,2025,04,ILI
3,IT,quantile,0.4,20.1139053241839,2025,04,ILI
4,IT,quantile,0.4,19.7292810950719,2025,04,ILI
1,IT,quantile,0.6,18.8864464247236,2025,04,ILI
2,IT,quantile,0.6,20.5483535510883,2025,04,ILI
3,IT,quantile,0.6,22.3530043018977,2025,04,ILI
4,IT,quantile,0.6,24.3425574445144,2025,04,ILI
1,IT,quantile,0.45,18.7262431087449,2025,04,ILI
2,IT,quantile,0.45,20.0757069258764,2025,04,ILI
3,IT,quantile,0.45,21.4726738793646,2025,04,ILI
4,IT,quantile,0.45,22.7292393621506,2025,04,ILI
1,IT,quantile,0.55,18.8364095038637,2025,04,ILI
2,IT,quantile,0.55,20.4231547874048,2025,04,ILI
3,IT,quantile,0.55,22.1300951425435,2025,04,ILI
4,IT,quantile,0.55,24.0096309361887,2025,04,ILI
1,IT,quantile,0.5,18.7840730138749,2025,04,ILI
2,IT,quantile,0.5,20.2794317168498,2025,04,ILI
3,IT,quantile,0.5,21.873799646207,2025,04,ILI
4,IT,quantile,0.5,23.559511571517,2025,04,ILI
