"orizzonte","luogo","tipo_valore","id_valore","valore","anno","settimana","target"
1,"IT","quantile","0.01",7.48003085365283,"2025",10,"ILI"
2,"IT","quantile","0.01",5.32103343728818,"2025",10,"ILI"
3,"IT","quantile","0.01",3.37603584483359,"2025",10,"ILI"
4,"IT","quantile","0.01",1.90328365603148,"2025",10,"ILI"
1,"IT","quantile","0.025",7.54659116424515,"2025",10,"ILI"
2,"IT","quantile","0.025",5.41202727961692,"2025",10,"ILI"
3,"IT","quantile","0.025",3.47249984939677,"2025",10,"ILI"
4,"IT","quantile","0.025",1.98543508747836,"2025",10,"ILI"
1,"IT","quantile","0.05",7.6169428849345,"2025",10,"ILI"
2,"IT","quantile","0.05",5.49965097963718,"2025",10,"ILI"
3,"IT","quantile","0.05",3.5626616878431,"2025",10,"ILI"
4,"IT","quantile","0.05",2.06505469951601,"2025",10,"ILI"
1,"IT","quantile","0.1",7.70962179841747,"2025",10,"ILI"
2,"IT","quantile","0.1",5.64536750769972,"2025",10,"ILI"
3,"IT","quantile","0.1",3.71516062730144,"2025",10,"ILI"
4,"IT","quantile","0.1",2.19606898175784,"2025",10,"ILI"
1,"IT","quantile","0.15",7.78882014266655,"2025",10,"ILI"
2,"IT","quantile","0.15",5.82101511213938,"2025",10,"ILI"
3,"IT","quantile","0.15",3.92391987992183,"2025",10,"ILI"
4,"IT","quantile","0.15",2.39954132363182,"2025",10,"ILI"
1,"IT","quantile","0.2",7.85116777537328,"2025",10,"ILI"
2,"IT","quantile","0.2",6.23265693172976,"2025",10,"ILI"
3,"IT","quantile","0.2",4.75190065494503,"2025",10,"ILI"
4,"IT","quantile","0.2",3.46197868637751,"2025",10,"ILI"
1,"IT","quantile","0.25",7.89792849990332,"2025",10,"ILI"
2,"IT","quantile","0.25",6.49163130474638,"2025",10,"ILI"
3,"IT","quantile","0.25",5.08291181980523,"2025",10,"ILI"
4,"IT","quantile","0.25",3.81205221867,"2025",10,"ILI"
1,"IT","quantile","0.3",7.93415752971939,"2025",10,"ILI"
2,"IT","quantile","0.3",6.65506214331783,"2025",10,"ILI"
3,"IT","quantile","0.3",5.55808082191031,"2025",10,"ILI"
4,"IT","quantile","0.3",4.62539393804078,"2025",10,"ILI"
1,"IT","quantile","0.35",7.96322500712996,"2025",10,"ILI"
2,"IT","quantile","0.35",6.72933165444077,"2025",10,"ILI"
3,"IT","quantile","0.35",5.6934341623743,"2025",10,"ILI"
4,"IT","quantile","0.35",4.81241577277152,"2025",10,"ILI"
1,"IT","quantile","0.4",7.98892234223205,"2025",10,"ILI"
2,"IT","quantile","0.4",6.78072632464497,"2025",10,"ILI"
3,"IT","quantile","0.4",5.76041574075517,"2025",10,"ILI"
4,"IT","quantile","0.4",4.89597423863219,"2025",10,"ILI"
1,"IT","quantile","0.45",8.01377714175703,"2025",10,"ILI"
2,"IT","quantile","0.45",6.82097846184178,"2025",10,"ILI"
3,"IT","quantile","0.45",5.81307421432504,"2025",10,"ILI"
4,"IT","quantile","0.45",4.95579426460757,"2025",10,"ILI"
1,"IT","quantile","0.5",8.03610433455066,"2025",10,"ILI"
2,"IT","quantile","0.5",6.85697579437414,"2025",10,"ILI"
3,"IT","quantile","0.5",5.85941367106653,"2025",10,"ILI"
4,"IT","quantile","0.5",5.00550386365752,"2025",10,"ILI"
1,"IT","quantile","0.55",8.0571677239786,"2025",10,"ILI"
2,"IT","quantile","0.55",6.89109848524741,"2025",10,"ILI"
3,"IT","quantile","0.55",5.89901284319107,"2025",10,"ILI"
4,"IT","quantile","0.55",5.04973698145621,"2025",10,"ILI"
1,"IT","quantile","0.6",8.07823111340655,"2025",10,"ILI"
2,"IT","quantile","0.6",6.92353610496645,"2025",10,"ILI"
3,"IT","quantile","0.6",5.93793798685392,"2025",10,"ILI"
4,"IT","quantile","0.6",5.09312756367779,"2025",10,"ILI"
1,"IT","quantile","0.65",8.09971577062306,"2025",10,"ILI"
2,"IT","quantile","0.65",6.95470992131982,"2025",10,"ILI"
3,"IT","quantile","0.65",5.97526231292024,"2025",10,"ILI"
4,"IT","quantile","0.65",5.13567561032224,"2025",10,"ILI"
1,"IT","quantile","0.7",8.12204296341668,"2025",10,"ILI"
2,"IT","quantile","0.7",6.98630500546174,"2025",10,"ILI"
3,"IT","quantile","0.7",6.01486148504478,"2025",10,"ILI"
4,"IT","quantile","0.7",5.17877130509182,"2025",10,"ILI"
1,"IT","quantile","0.75",8.14605522736455,"2025",10,"ILI"
2,"IT","quantile","0.75",7.02295530306637,"2025",10,"ILI"
3,"IT","quantile","0.75",6.05867333505491,"2025",10,"ILI"
4,"IT","quantile","0.75",5.2254056492853,"2025",10,"ILI"
1,"IT","quantile","0.8",8.17385890140944,"2025",10,"ILI"
2,"IT","quantile","0.8",7.06381827855659,"2025",10,"ILI"
3,"IT","quantile","0.8",6.10585532737352,"2025",10,"ILI"
4,"IT","quantile","0.8",5.27890665843229,"2025",10,"ILI"
1,"IT","quantile","0.85",8.20629652112848,"2025",10,"ILI"
2,"IT","quantile","0.85",7.11142153866375,"2025",10,"ILI"
3,"IT","quantile","0.85",6.16188394325186,"2025",10,"ILI"
4,"IT","quantile","0.85",5.34041175556189,"2025",10,"ILI"
1,"IT","quantile","0.9",8.24800203219581,"2025",10,"ILI"
2,"IT","quantile","0.9",7.16955649348488,"2025",10,"ILI"
3,"IT","quantile","0.9",6.234342002884,"2025",10,"ILI"
4,"IT","quantile","0.9",5.41965222658983,"2025",10,"ILI"
1,"IT","quantile","0.95",8.30655825480551,"2025",10,"ILI"
2,"IT","quantile","0.95",7.2559374535289,"2025",10,"ILI"
3,"IT","quantile","0.95",6.34473522687587,"2025",10,"ILI"
4,"IT","quantile","0.95",5.54009268733884,"2025",10,"ILI"
1,"IT","quantile","0.975",8.35543584997306,"2025",10,"ILI"
2,"IT","quantile","0.975",7.33427219881144,"2025",10,"ILI"
3,"IT","quantile","0.975",6.43402293466094,"2025",10,"ILI"
4,"IT","quantile","0.975",5.64668396953897,"2025",10,"ILI"
1,"IT","quantile","0.99",8.41061139857957,"2025",10,"ILI"
2,"IT","quantile","0.99",7.41515561421475,"2025",10,"ILI"
3,"IT","quantile","0.99",6.5330208649723,"2025",10,"ILI"
4,"IT","quantile","0.99",5.76884109652635,"2025",10,"ILI"
