anno,settimana,luogo,tipo_valore,id_valore,orizzonte,valore
2024,02,IT,quantile,0.01,1,11.3787622117467
2024,02,IT,quantile,0.01,2,9.38107826835891
2024,02,IT,quantile,0.01,3,7.4385950544784
2024,02,IT,quantile,0.01,4,5.15430255594376
2024,02,IT,quantile,0.99,1,12.0997256986587
2024,02,IT,quantile,0.99,2,10.3702792058235
2024,02,IT,quantile,0.99,3,8.83083769108387
2024,02,IT,quantile,0.99,4,7.53385979069915
2024,02,IT,quantile,0.025,1,11.4266039175127
2024,02,IT,quantile,0.025,2,9.45606945777407
2024,02,IT,quantile,0.025,3,7.53336060090489
2024,02,IT,quantile,0.025,4,5.26150643977839
2024,02,IT,quantile,0.975,1,12.0440579851504
2024,02,IT,quantile,0.975,2,10.2925229190227
2024,02,IT,quantile,0.975,3,8.72318062573095
2024,02,IT,quantile,0.975,4,7.40825259647705
2024,02,IT,quantile,0.05,1,11.4767644403875
2024,02,IT,quantile,0.05,2,9.51359130480391
2024,02,IT,quantile,0.05,3,7.61805033489424
2024,02,IT,quantile,0.05,4,5.34981932550027
2024,02,IT,quantile,0.95,1,11.9920571312368
2024,02,IT,quantile,0.95,2,10.2234990030007
2024,02,IT,quantile,0.95,3,8.62839207516648
2024,02,IT,quantile,0.95,4,7.31761629281875
2024,02,IT,quantile,0.1,1,11.5301340405112
2024,02,IT,quantile,0.1,2,9.59221944843438
2024,02,IT,quantile,0.1,3,7.73261094205626
2024,02,IT,quantile,0.1,4,5.480965916149
2024,02,IT,quantile,0.9,1,11.937307282834
2024,02,IT,quantile,0.9,2,10.1388437752183
2024,02,IT,quantile,0.9,3,8.53039444735319
2024,02,IT,quantile,0.9,4,7.2007552718583
2024,02,IT,quantile,0.15,1,11.571541488883
2024,02,IT,quantile,0.15,2,9.64011406371778
2024,02,IT,quantile,0.15,3,7.80576410084646
2024,02,IT,quantile,0.15,4,5.59400825020405
2024,02,IT,quantile,0.85,1,11.897740165501
2024,02,IT,quantile,0.85,2,10.0868544233737
2024,02,IT,quantile,0.85,3,8.45731030097694
2024,02,IT,quantile,0.85,4,7.11748029235499
2024,02,IT,quantile,0.2,1,11.6022750172301
2024,02,IT,quantile,0.2,2,9.68290176036866
2024,02,IT,quantile,0.2,3,7.87293618376073
2024,02,IT,quantile,0.2,4,5.732171102938
2024,02,IT,quantile,0.8,1,11.8678347861213
2024,02,IT,quantile,0.8,2,10.042318412236
2024,02,IT,quantile,0.8,3,8.39973094360214
2024,02,IT,quantile,0.8,4,7.04892796116165
2024,02,IT,quantile,0.25,1,11.6295119166036
2024,02,IT,quantile,0.25,2,9.7160277190661
2024,02,IT,quantile,0.25,3,7.92768603216347
2024,02,IT,quantile,0.25,4,5.91930976544061
2024,02,IT,quantile,0.75,1,11.8411499860595
2024,02,IT,quantile,0.75,2,10.0044996093897
2024,02,IT,quantile,0.75,3,8.34958192279627
2024,02,IT,quantile,0.75,4,6.98313612652644
2024,02,IT,quantile,0.3,1,11.6509977814809
2024,02,IT,quantile,0.3,2,9.74685326396512
2024,02,IT,quantile,0.3,3,7.98197579780651
2024,02,IT,quantile,0.3,4,6.16207243358935
2024,02,IT,quantile,0.7,1,11.8163055170364
2024,02,IT,quantile,0.7,2,9.97137365069229
2024,02,IT,quantile,0.7,3,8.30817447442446
2024,02,IT,quantile,0.7,4,6.92608586432527
2024,02,IT,quantile,0.35,1,11.6732197787738
2024,02,IT,quantile,0.35,2,9.77629856058508
2024,02,IT,quantile,0.35,3,8.02690287928993
2024,02,IT,quantile,0.35,4,6.34362109056177
2024,02,IT,quantile,0.65,1,11.7937614618117
2024,02,IT,quantile,0.65,2,9.94146827131264
2024,02,IT,quantile,0.65,3,8.26630694329296
2024,02,IT,quantile,0.65,4,6.87179609868223
2024,02,IT,quantile,0.4,1,11.6934634202
2024,02,IT,quantile,0.4,2,9.80436360892597
2024,02,IT,quantile,0.4,3,8.06893143938732
2024,02,IT,quantile,0.4,4,6.49158370607705
2024,02,IT,quantile,0.6,1,11.7725976548662
2024,02,IT,quantile,0.6,2,9.91202297469269
2024,02,IT,quantile,0.6,3,8.22535957768083
2024,02,IT,quantile,0.6,4,6.816310117864
2024,02,IT,quantile,0.45,1,11.7137070616262
2024,02,IT,quantile,0.45,2,9.83242865726687
2024,02,IT,quantile,0.45,3,8.10757839120101
2024,02,IT,quantile,0.45,4,6.59850693942826
2024,02,IT,quantile,0.55,1,11.7518939306803
2024,02,IT,quantile,0.55,2,9.88257767807273
2024,02,IT,quantile,0.55,3,8.18855295690589
2024,02,IT,quantile,0.55,4,6.75422194944427
2024,02,IT,quantile,0.5,1,11.7325704547734
2024,02,IT,quantile,0.5,2,9.85727312628996
2024,02,IT,quantile,0.5,3,8.14576526025501
2024,02,IT,quantile,0.5,4,6.68270208445095
