orizzonte,luogo,tipo_valore,id_valore,valore,anno,settimana,target
1,IT,quantile,0.01,7.36640505170482,2024,46,ILI
2,IT,quantile,0.01,7.78801243625542,2024,46,ILI
3,IT,quantile,0.01,8.22714638236855,2024,46,ILI
4,IT,quantile,0.01,8.68576619976284,2024,46,ILI
1,IT,quantile,0.99,8.14673670142898,2024,46,ILI
2,IT,quantile,0.99,9.23168252554048,2024,46,ILI
3,IT,quantile,0.99,10.4720961640907,2024,46,ILI
4,IT,quantile,0.99,11.8382370501569,2024,46,ILI
1,IT,quantile,0.025,7.42733129831563,2024,46,ILI
2,IT,quantile,0.025,7.9122970079586,2024,46,ILI
3,IT,quantile,0.025,8.40155175380152,2024,46,ILI
4,IT,quantile,0.025,8.93479349021783,2024,46,ILI
1,IT,quantile,0.975,8.08533281215045,2024,46,ILI
2,IT,quantile,0.975,9.11083893060681,2024,46,ILI
3,IT,quantile,0.975,10.2547200112295,2024,46,ILI
4,IT,quantile,0.975,11.5341200140563,2024,46,ILI
1,IT,quantile,0.05,7.48824292321212,2024,46,ILI
2,IT,quantile,0.05,7.99556767099973,2024,46,ILI
3,IT,quantile,0.05,8.54439371792666,2024,46,ILI
4,IT,quantile,0.05,9.14578482782688,2024,46,ILI
1,IT,quantile,0.95,8.03511940822998,2024,46,ILI
2,IT,quantile,0.95,9.01243479324652,2024,46,ILI
3,IT,quantile,0.95,10.0988037975516,2024,46,ILI
4,IT,quantile,0.95,11.3299034040813,2024,46,ILI
1,IT,quantile,0.1,7.54577936905353,2024,46,ILI
2,IT,quantile,0.1,8.09643313027022,2024,46,ILI
3,IT,quantile,0.1,8.70430653351809,2024,46,ILI
4,IT,quantile,0.1,9.35039135018372,2024,46,ILI
1,IT,quantile,0.9,7.97370820809429,2024,46,ILI
2,IT,quantile,0.9,8.90072489585684,2024,46,ILI
3,IT,quantile,0.9,9.93750191910001,2024,46,ILI
4,IT,quantile,0.9,11.0910577006964,2024,46,ILI
1,IT,quantile,0.15,7.58720755962126,2024,46,ILI
2,IT,quantile,0.15,8.17249041424779,2024,46,ILI
3,IT,quantile,0.15,8.8133357832828,2024,46,ILI
4,IT,quantile,0.15,9.48252290857091,2024,46,ILI
1,IT,quantile,0.85,7.93381529752995,2024,46,ILI
2,IT,quantile,0.85,8.82761632426673,2024,46,ILI
3,IT,quantile,0.85,9.81082913405821,2024,46,ILI
4,IT,quantile,0.85,10.9068241002894,2024,46,ILI
1,IT,quantile,0.2,7.61840055016637,2024,46,ILI
2,IT,quantile,0.2,8.2364116753414,2024,46,ILI
3,IT,quantile,0.2,8.8939014291751,2024,46,ILI
4,IT,quantile,0.2,9.61377716409901,2024,46,ILI
1,IT,quantile,0.8,7.90069711459964,2024,46,ILI
2,IT,quantile,0.8,8.76873955461283,2024,46,ILI
3,IT,quantile,0.8,9.71466699289336,2024,46,ILI
4,IT,quantile,0.8,10.777763101909,2024,46,ILI
1,IT,quantile,0.25,7.64374485498427,2024,46,ILI
2,IT,quantile,0.25,8.28807506593175,2024,46,ILI
3,IT,quantile,0.25,8.97224944839583,2024,46,ILI
4,IT,quantile,0.25,9.71941905004672,2024,46,ILI
1,IT,quantile,0.75,7.87233098882267,2024,46,ILI
2,IT,quantile,0.75,8.7130795621089,2024,46,ILI
3,IT,quantile,0.75,9.63534419271809,2024,46,ILI
4,IT,quantile,0.75,10.6631288616557,2024,46,ILI
1,IT,quantile,0.3,7.67103872171125,2024,46,ILI
2,IT,quantile,0.3,8.33681411365849,2024,46,ILI
3,IT,quantile,0.3,9.04825799332568,2024,46,ILI
4,IT,quantile,0.3,9.81965090169675,2024,46,ILI
1,IT,quantile,0.7,7.84698668400477,2024,46,ILI
2,IT,quantile,0.7,8.66546151247988,2024,46,ILI
3,IT,quantile,0.7,9.56191881731776,2024,46,ILI
4,IT,quantile,0.7,10.5617516423841,2024,46,ILI
1,IT,quantile,0.35,7.69426287795304,2024,46,ILI
2,IT,quantile,0.35,8.37678013279441,2024,46,ILI
3,IT,quantile,0.35,9.11988002396011,2024,46,ILI
4,IT,quantile,0.35,9.92846082574669,2024,46,ILI
1,IT,quantile,0.65,7.82505411252774,2024,46,ILI
2,IT,quantile,0.65,8.62162073904968,2024,46,ILI
3,IT,quantile,0.65,9.49356230288101,2024,46,ILI
4,IT,quantile,0.65,10.461349204067,2024,46,ILI
1,IT,quantile,0.4,7.71685342657438,2024,46,ILI
2,IT,quantile,0.4,8.4170385862167,2024,46,ILI
3,IT,quantile,0.4,9.17980468314014,2024,46,ILI
4,IT,quantile,0.4,10.0203583002355,2024,46,ILI
1,IT,quantile,0.6,7.80458371248251,2024,46,ILI
2,IT,quantile,0.6,8.57904718086037,2024,46,ILI
3,IT,quantile,0.6,9.43071330083739,2024,46,ILI
4,IT,quantile,0.6,10.3582173790772,2024,46,ILI
1,IT,quantile,0.45,7.73976077900595,2024,46,ILI
2,IT,quantile,0.45,8.45622478058899,2024,46,ILI
3,IT,quantile,0.45,9.23972934232016,2024,46,ILI
4,IT,quantile,0.45,10.1058222204243,2024,46,ILI
1,IT,quantile,0.55,7.78167636005094,2024,46,ILI
2,IT,quantile,0.55,8.53637614457561,2024,46,ILI
3,IT,quantile,0.55,9.36667019212445,2024,46,ILI
4,IT,quantile,0.55,10.2698047465009,2024,46,ILI
1,IT,quantile,0.5,7.76071856952844,2024,46,ILI
2,IT,quantile,0.5,8.49570340924765,2024,46,ILI
3,IT,quantile,0.5,9.30379682055696,2024,46,ILI
4,IT,quantile,0.5,10.1913348796609,2024,46,ILI
