orizzonte,luogo,tipo_valore,id_valore,valore,anno,settimana,target
1,IT,quantile,0.01,12.000241088196,2025,07,ILI
2,IT,quantile,0.01,9.2103811731267,2025,07,ILI
3,IT,quantile,0.01,6.31566481127447,2025,07,ILI
4,IT,quantile,0.01,3.84599116855872,2025,07,ILI
1,IT,quantile,0.99,13.3609597847971,2025,07,ILI
2,IT,quantile,0.99,12.5898962897796,2025,07,ILI
3,IT,quantile,0.99,11.8548014617558,2025,07,ILI
4,IT,quantile,0.99,11.1857013551694,2025,07,ILI
1,IT,quantile,0.025,12.0941470553403,2025,07,ILI
2,IT,quantile,0.025,9.32499534742078,2025,07,ILI
3,IT,quantile,0.025,6.43362884260748,2025,07,ILI
4,IT,quantile,0.025,3.97456096570626,2025,07,ILI
1,IT,quantile,0.975,13.2886227519583,2025,07,ILI
2,IT,quantile,0.975,12.47654677111,2025,07,ILI
3,IT,quantile,0.975,11.7152156258988,2025,07,ILI
4,IT,quantile,0.975,10.9940658466848,2025,07,ILI
1,IT,quantile,0.05,12.16057319776,2025,07,ILI
2,IT,quantile,0.05,9.44642766508197,2025,07,ILI
3,IT,quantile,0.05,6.57113370666757,2025,07,ILI
4,IT,quantile,0.05,4.09420626998494,2025,07,ILI
1,IT,quantile,0.95,13.2188657857783,2025,07,ILI
2,IT,quantile,0.95,12.3750359517485,2025,07,ILI
3,IT,quantile,0.95,11.570985670056,2025,07,ILI
4,IT,quantile,0.95,10.8289204324361,2025,07,ILI
1,IT,quantile,0.1,12.2675402236622,2025,07,ILI
2,IT,quantile,0.1,9.5978056744548,2025,07,ILI
3,IT,quantile,0.1,6.76358130170707,2025,07,ILI
4,IT,quantile,0.1,4.27229431370227,2025,07,ILI
1,IT,quantile,0.9,13.1439592603245,2025,07,ILI
2,IT,quantile,0.9,12.2435159964133,2025,07,ILI
3,IT,quantile,0.9,11.4115079432216,2025,07,ILI
4,IT,quantile,0.9,10.6298746341381,2025,07,ILI
1,IT,quantile,0.15,12.3516250190333,2025,07,ILI
2,IT,quantile,0.15,9.73693894124215,2025,07,ILI
3,IT,quantile,0.15,6.93397144162282,2025,07,ILI
4,IT,quantile,0.15,4.4485213257313,2025,07,ILI
1,IT,quantile,0.85,13.091089041907,2025,07,ILI
2,IT,quantile,0.85,12.1526638130847,2025,07,ILI
3,IT,quantile,0.85,11.2902448102594,2025,07,ILI
4,IT,quantile,0.85,10.4924120662527,2025,07,ILI
1,IT,quantile,0.2,12.4299152384658,2025,07,ILI
2,IT,quantile,0.2,9.89662814895021,2025,07,ILI
3,IT,quantile,0.2,7.13959429509195,2025,07,ILI
4,IT,quantile,0.2,4.66340704146717,2025,07,ILI
1,IT,quantile,0.8,13.0483699054258,2025,07,ILI
2,IT,quantile,0.8,12.0874008154702,2025,07,ILI
3,IT,quantile,0.8,11.1932596815944,2025,07,ILI
4,IT,quantile,0.8,10.3739827769976,2025,07,ILI
1,IT,quantile,0.25,12.5153323633411,2025,07,ILI
2,IT,quantile,0.25,10.1865049824894,2025,07,ILI
3,IT,quantile,0.25,7.5924805860558,2025,07,ILI
4,IT,quantile,0.25,5.22590386925406,2025,07,ILI
1,IT,quantile,0.75,13.0086115011758,2025,07,ILI
2,IT,quantile,0.75,12.0246967364272,2025,07,ILI
3,IT,quantile,0.75,11.1138486135314,2025,07,ILI
4,IT,quantile,0.75,10.2673964166681,2025,07,ILI
1,IT,quantile,0.3,12.6008763767405,2025,07,ILI
2,IT,quantile,0.3,10.777107618387,2025,07,ILI
3,IT,quantile,0.3,8.84840205051855,2025,07,ILI
4,IT,quantile,0.3,6.96753345627422,2025,07,ILI
1,IT,quantile,0.7,12.976466408378,2025,07,ILI
2,IT,quantile,0.7,11.9596663677737,2025,07,ILI
3,IT,quantile,0.7,11.0270357148899,2025,07,ILI
4,IT,quantile,0.7,10.173921870506,2025,07,ILI
1,IT,quantile,0.35,12.6681272945675,2025,07,ILI
2,IT,quantile,0.35,11.0349239514778,2025,07,ILI
3,IT,quantile,0.35,9.19645727240428,2025,07,ILI
4,IT,quantile,0.35,7.32512646556245,2025,07,ILI
1,IT,quantile,0.65,12.9440463904444,2025,07,ILI
2,IT,quantile,0.65,11.8907236029573,2025,07,ILI
3,IT,quantile,0.65,10.9496337151268,2025,07,ILI
4,IT,quantile,0.65,10.0794745123251,2025,07,ILI
1,IT,quantile,0.4,12.7345322888998,2025,07,ILI
2,IT,quantile,0.4,11.295870201499,2025,07,ILI
3,IT,quantile,0.4,9.72270627844418,2025,07,ILI
4,IT,quantile,0.4,8.07374761026613,2025,07,ILI
1,IT,quantile,0.6,12.9058317965723,2025,07,ILI
2,IT,quantile,0.6,11.825756678566,2025,07,ILI
3,IT,quantile,0.6,10.8540443602281,2025,07,ILI
4,IT,quantile,0.6,9.96201803508891,2025,07,ILI
1,IT,quantile,0.45,12.7867892127836,2025,07,ILI
2,IT,quantile,0.45,11.5483572165733,2025,07,ILI
3,IT,quantile,0.45,10.3987471873044,2025,07,ILI
4,IT,quantile,0.45,9.31746662831813,2025,07,ILI
1,IT,quantile,0.55,12.8656504305751,2025,07,ILI
2,IT,quantile,0.55,11.7538743296056,2025,07,ILI
3,IT,quantile,0.55,10.7482616272184,2025,07,ILI
4,IT,quantile,0.55,9.82216573333108,2025,07,ILI
1,IT,quantile,0.5,12.8282183159355,2025,07,ILI
2,IT,quantile,0.5,11.6652849916254,2025,07,ILI
3,IT,quantile,0.5,10.6199350330756,2025,07,ILI
4,IT,quantile,0.5,9.64395080108955,2025,07,ILI
