anno,settimana,numero_casi,incidenza,numero_assistiti,target
2025,43,445.0,6.49,68568,ARI
2025,44,451.0,5.65,79784,ARI
2025,45,583.0,7.23,80624,ARI
2025,46,588.0,6.31,93186,ARI
2025,47,859.0,8.52,100834,ARI
2025,48,992.0,9.36,106033,ARI
2025,49,1370.0,12.74,107518,ARI
2025,50,1676.0,13.99,119819,ARI
2025,51,1780.0,20.21,88076,ARI
2025,52,960.0,12.3,78041,ARI
2026,1,1198.0,13.65,87745,ARI
2026,2,1259.0,11.24,111994,ARI
2026,03,1237.0,10.23,120963,ARI
