anno,settimana,numero_casi,incidenza,numero_assistiti,target
2025,43,11.0,1.75,6300,ARI
2025,44,20.0,2.55,7841,ARI
2025,45,18.0,2.87,6265,ARI
2025,46,86.0,6.59,13059,ARI
2025,47,69.0,5.97,11557,ARI
2025,48,101.0,7.6,13288,ARI
2025,49,74.0,10.26,7215,ARI
2025,50,181.0,13.52,13391,ARI
2025,51,159.0,21.69,7332,ARI
2025,52,96.0,10.65,9015,ARI
2026,1,73.0,11.75,6214,ARI
2026,2,81.0,12.66,6397,ARI
2026,03,87.0,13.06,6663,ARI
