anno,settimana,numero_casi,incidenza,numero_assistiti,target
2025,43,16.0,1.61,9910,ARI
2025,44,7.0,2.1,3338,ARI
2025,45,53.0,4.39,12079,ARI
2025,46,16.0,4.17,3835,ARI
2025,47,75.0,4.44,16875,ARI
2025,48,80.0,4.93,16217,ARI
2025,49,19.0,5.69,3338,ARI
2025,50,49.0,6.62,7406,ARI
2025,51,110.0,8.03,13700,ARI
2025,52,156.0,10.43,14961,ARI
2026,2,8.0,13.96,573,ARI
2026,3,91.0,10.79,8432,ARI
2026,4,32.0,8.18,3911,ARI
2026,05,97.0,6.2,15644,ARI
