anno,settimana,numero_casi,incidenza,numero_assistiti,target
2025,43,766.0,8.76,87486,ARI
2025,44,860.0,7.65,112428,ARI
2025,45,909.0,8.06,112738,ARI
2025,46,970.0,8.32,116613,ARI
2025,47,1185.0,10.41,113866,ARI
2025,48,1436.0,11.62,123571,ARI
2025,49,1512.0,11.73,128856,ARI
