anno,settimana,numero_casi,incidenza,numero_assistiti,target
2025,43,51.0,4.63,11011,ARI
2025,44,117.0,4.97,23524,ARI
2025,45,201.0,6.77,29669,ARI
2025,46,274.0,8.69,31528,ARI
2025,47,271.0,8.26,32819,ARI
2025,48,327.0,10.29,31785,ARI
