anno,settimana,numero_casi,incidenza,numero_assistiti,target
2025,43,445.0,6.49,68568,ARI
2025,44,451.0,5.65,79784,ARI
2025,45,583.0,7.23,80624,ARI
2025,46,588.0,6.31,93186,ARI
2025,47,859.0,8.52,100834,ARI
