anno,settimana,numero_casi,numero_assistiti,incidenza,target
2023,45,512.0,61072.0,8.38,ILI
2023,46,607.0,67485.0,8.99,ILI
2023,47,907.0,85002.0,10.67,ILI
2023,48,952.0,7506.0,12.68,ILI
2023,49,996.0,81701.0,12.19,ILI
2023,50,1271.0,81879.0,15.52,ILI
2023,51,1174.0,7317.0,16.04,ILI
2023,52,1852.0,85118.0,21.76,ILI
2024,1,1835.0,86443.0,21.23,ILI
2024,2,1594.0,87926.0,18.13,ILI
2024,3,1437.0,84644.0,16.98,ILI
2024,4,984.0,75442.0,13.04,ILI
2024,5,830.0,81020.0,10.24,ILI
2024,6,1032.0,91748.0,11.25,ILI
2024,7,686.0,79648.0,8.61,ILI
2024,8,693.0,89116.0,7.78,ILI
