anno,settimana,numero_casi,numero_assistiti,incidenza,target
2023,45,705.0,85667.0,8.23,ILI
2023,46,812.0,84846.0,9.57,ILI
2023,47,1016.0,91199.0,11.14,ILI
2023,48,954.0,82355.0,11.58,ILI
2023,49,1002.0,8223.0,12.19,ILI
2023,50,1445.0,91664.0,15.76,ILI
2023,51,1296.0,79069.0,16.39,ILI
2023,52,1025.0,68497.0,14.96,ILI
2024,1,1365.0,91083.0,14.99,ILI
2024,2,1050.0,85682.0,12.25,ILI
2024,3,927.0,86995.0,10.66,ILI
2024,4,604.0,73622.0,8.2,ILI
2024,5,663.0,86284.0,7.68,ILI
2024,6,532.0,76950.0,6.91,ILI
2024,7,505.0,82033.0,6.16,ILI
2024,8,497.0,84948.0,5.85,ILI
2024,9,433.0,74522.0,5.81,ILI
2024,10,456.0,74423.0,6.13,ILI
2024,11,402.0,78209.0,5.14,ILI
