anno,settimana,numero_casi,numero_assistiti,incidenza,target
2023,50,20.0,11287.0,1.77,ILI
2023,51,24.0,11287.0,2.13,ILI
2023,52,86.0,11287.0,7.62,ILI
2024,1,120.0,11287.0,10.63,ILI
2024,2,119.0,11287.0,10.54,ILI
2024,3,108.0,11287.0,9.57,ILI
