anno,settimana,orizzonte,luogo,tipo_valore,id_valore,valore,target
2025,45,1,IT,quantile,0.01,8.404716629314493,ARI
2025,45,2,IT,quantile,0.01,9.400729358503524,ARI
2025,45,3,IT,quantile,0.01,10.073909436062593,ARI
2025,45,4,IT,quantile,0.01,10.325740988552528,ARI
2025,45,1,IT,quantile,0.025,8.58817744795051,ARI
2025,45,2,IT,quantile,0.025,9.68431108730958,ARI
2025,45,3,IT,quantile,0.025,10.435150568022289,ARI
2025,45,4,IT,quantile,0.025,10.863795910535982,ARI
2025,45,1,IT,quantile,0.05,8.732965460358892,ARI
2025,45,2,IT,quantile,0.05,9.948522186875124,ARI
2025,45,3,IT,quantile,0.05,10.866214391180455,ARI
2025,45,4,IT,quantile,0.05,11.435739254551116,ARI
2025,45,1,IT,quantile,0.1,8.887162739602344,ARI
2025,45,2,IT,quantile,0.1,10.236504779758008,ARI
2025,45,3,IT,quantile,0.1,11.336491291800074,ARI
2025,45,4,IT,quantile,0.1,12.09759434483886,ARI
2025,45,1,IT,quantile,0.15,9.003929721216428,ARI
2025,45,2,IT,quantile,0.15,10.407445796796262,ARI
2025,45,3,IT,quantile,0.15,11.62072104126493,ARI
2025,45,4,IT,quantile,0.15,12.547264430968932,ARI
2025,45,1,IT,quantile,0.2,9.095533403416164,ARI
2025,45,2,IT,quantile,0.2,10.598308847047003,ARI
2025,45,3,IT,quantile,0.2,11.938266607656526,ARI
2025,45,4,IT,quantile,0.2,12.946157447878516,ARI
2025,45,1,IT,quantile,0.25,9.17212222653929,ARI
2025,45,2,IT,quantile,0.25,10.763754092742225,ARI
2025,45,3,IT,quantile,0.25,12.180434919272056,ARI
2025,45,4,IT,quantile,0.25,13.303451808988848,ARI
2025,45,1,IT,quantile,0.3,9.237064982390507,ARI
2025,45,2,IT,quantile,0.3,10.885048500980126,ARI
2025,45,3,IT,quantile,0.3,12.36871869851635,ARI
2025,45,4,IT,quantile,0.3,13.702475118728342,ARI
2025,45,1,IT,quantile,0.35,9.302248249339168,ARI
2025,45,2,IT,quantile,0.35,10.982175312230723,ARI
2025,45,3,IT,quantile,0.35,12.549656434586014,ARI
2025,45,4,IT,quantile,0.35,14.026973456395678,ARI
2025,45,1,IT,quantile,0.4,9.360701083327118,ARI
2025,45,2,IT,quantile,0.4,11.075535943725837,ARI
2025,45,3,IT,quantile,0.4,12.741879149945069,ARI
2025,45,4,IT,quantile,0.4,14.330841895684616,ARI
2025,45,1,IT,quantile,0.45,9.406342519726007,ARI
2025,45,2,IT,quantile,0.45,11.162447221001745,ARI
2025,45,3,IT,quantile,0.45,12.904974706038573,ARI
2025,45,4,IT,quantile,0.45,14.584212388929577,ARI
2025,45,1,IT,quantile,0.5,9.447506256086037,ARI
2025,45,2,IT,quantile,0.5,11.2487175177883,ARI
2025,45,3,IT,quantile,0.5,13.074695615862883,ARI
2025,45,4,IT,quantile,0.5,14.864521066060721,ARI
2025,45,1,IT,quantile,0.55,9.487656407743753,ARI
2025,45,2,IT,quantile,0.55,11.344814251664156,ARI
2025,45,3,IT,quantile,0.55,13.283239557035776,ARI
2025,45,4,IT,quantile,0.55,15.219666085109528,ARI
2025,45,1,IT,quantile,0.6,9.528787867245441,ARI
2025,45,2,IT,quantile,0.6,11.423108063088836,ARI
2025,45,3,IT,quantile,0.6,13.452677977109937,ARI
2025,45,4,IT,quantile,0.6,15.457839764813425,ARI
2025,45,1,IT,quantile,0.65,9.563032156326686,ARI
2025,45,2,IT,quantile,0.65,11.506916401281403,ARI
2025,45,3,IT,quantile,0.65,13.615329938084091,ARI
2025,45,4,IT,quantile,0.65,15.778624543913558,ARI
2025,45,1,IT,quantile,0.7,9.600037702474726,ARI
2025,45,2,IT,quantile,0.7,11.587408960776616,ARI
2025,45,3,IT,quantile,0.7,13.762318106194922,ARI
2025,45,4,IT,quantile,0.7,16.005038084387067,ARI
2025,45,1,IT,quantile,0.75,9.650005154891408,ARI
2025,45,2,IT,quantile,0.75,11.662335544806025,ARI
2025,45,3,IT,quantile,0.75,13.9233020018449,ARI
2025,45,4,IT,quantile,0.75,16.34395143547337,ARI
2025,45,1,IT,quantile,0.8,9.72198775010798,ARI
2025,45,2,IT,quantile,0.8,11.730435609992478,ARI
2025,45,3,IT,quantile,0.8,14.085112531519455,ARI
2025,45,4,IT,quantile,0.8,16.617386472130576,ARI
2025,45,1,IT,quantile,0.85,9.807971800103386,ARI
2025,45,2,IT,quantile,0.85,11.835897460694737,ARI
2025,45,3,IT,quantile,0.85,14.28294334904533,ARI
2025,45,4,IT,quantile,0.85,17.01148259344634,ARI
2025,45,1,IT,quantile,0.9,9.872891564462744,ARI
2025,45,2,IT,quantile,0.9,11.95970821561832,ARI
2025,45,3,IT,quantile,0.9,14.582429587530909,ARI
2025,45,4,IT,quantile,0.9,17.664881399833863,ARI
2025,45,1,IT,quantile,0.95,9.96905266548171,ARI
2025,45,2,IT,quantile,0.95,12.13226948755155,ARI
2025,45,3,IT,quantile,0.95,14.94962353667657,ARI
2025,45,4,IT,quantile,0.95,18.35463577925494,ARI
2025,45,1,IT,quantile,0.975,10.05375537247807,ARI
2025,45,2,IT,quantile,0.975,12.259250518502727,ARI
2025,45,3,IT,quantile,0.975,15.333165240918868,ARI
2025,45,4,IT,quantile,0.975,19.113417469445118,ARI
2025,45,1,IT,quantile,0.99,10.164417568279662,ARI
2025,45,2,IT,quantile,0.99,12.377088359891616,ARI
2025,45,3,IT,quantile,0.99,15.699497988865525,ARI
2025,45,4,IT,quantile,0.99,19.892175738780704,ARI
