anno,settimana,orizzonte,luogo,tipo_valore,id_valore,valore,target
2026,05,1,IT,quantile,0.01,5.036329732756811,ARI
2026,05,2,IT,quantile,0.01,3.7326473643205302,ARI
2026,05,3,IT,quantile,0.01,2.712014069224874,ARI
2026,05,4,IT,quantile,0.01,1.9527382359560195,ARI
2026,05,1,IT,quantile,0.025,5.202216800174901,ARI
2026,05,2,IT,quantile,0.025,4.003007895562483,ARI
2026,05,3,IT,quantile,0.025,3.033989557580033,ARI
2026,05,4,IT,quantile,0.025,2.2649427373708506,ARI
2026,05,1,IT,quantile,0.05,5.691577633943841,ARI
2026,05,2,IT,quantile,0.05,4.446466291398307,ARI
2026,05,3,IT,quantile,0.05,3.33652502361571,ARI
2026,05,4,IT,quantile,0.05,2.43580512689956,ARI
2026,05,1,IT,quantile,0.1,6.276980920241773,ARI
2026,05,2,IT,quantile,0.1,4.855418633417299,ARI
2026,05,3,IT,quantile,0.1,3.6129965407564764,ARI
2026,05,4,IT,quantile,0.1,2.701109755070454,ARI
2026,05,1,IT,quantile,0.15,6.59616984241195,ARI
2026,05,2,IT,quantile,0.15,5.107458985856797,ARI
2026,05,3,IT,quantile,0.15,3.92469870784945,ARI
2026,05,4,IT,quantile,0.15,2.9747290779442714,ARI
2026,05,1,IT,quantile,0.2,6.928992516560443,ARI
2026,05,2,IT,quantile,0.2,5.44210741882815,ARI
2026,05,3,IT,quantile,0.2,4.192808967914636,ARI
2026,05,4,IT,quantile,0.2,3.2170939851999476,ARI
2026,05,1,IT,quantile,0.25,7.302054544071417,ARI
2026,05,2,IT,quantile,0.25,5.7455059633645105,ARI
2026,05,3,IT,quantile,0.25,4.440580662526111,ARI
2026,05,4,IT,quantile,0.25,3.3996052166617203,ARI
2026,05,1,IT,quantile,0.3,7.673031865157662,ARI
2026,05,2,IT,quantile,0.3,6.109799101719735,ARI
2026,05,3,IT,quantile,0.3,4.859360154110031,ARI
2026,05,4,IT,quantile,0.3,3.826784511139621,ARI
2026,05,1,IT,quantile,0.35,7.996612002855729,ARI
2026,05,2,IT,quantile,0.35,6.511857622747418,ARI
2026,05,3,IT,quantile,0.35,5.138451240099534,ARI
2026,05,4,IT,quantile,0.35,4.012222321018705,ARI
2026,05,1,IT,quantile,0.4,8.2182654701412,ARI
2026,05,2,IT,quantile,0.4,6.847810958944869,ARI
2026,05,3,IT,quantile,0.4,5.586034456166274,ARI
2026,05,4,IT,quantile,0.4,4.338561945444908,ARI
2026,05,1,IT,quantile,0.45,8.61134941255434,ARI
2026,05,2,IT,quantile,0.45,7.170126258118384,ARI
2026,05,3,IT,quantile,0.45,5.827012410492975,ARI
2026,05,4,IT,quantile,0.45,4.675722809623184,ARI
2026,05,1,IT,quantile,0.5,9.132344047070433,ARI
2026,05,2,IT,quantile,0.5,7.471887056692166,ARI
2026,05,3,IT,quantile,0.5,6.0517185197786585,ARI
2026,05,4,IT,quantile,0.5,4.820006764120214,ARI
2026,05,1,IT,quantile,0.55,9.482314141903197,ARI
2026,05,2,IT,quantile,0.55,7.828851975379146,ARI
2026,05,3,IT,quantile,0.55,6.265640625837472,ARI
2026,05,4,IT,quantile,0.55,5.052896290038147,ARI
2026,05,1,IT,quantile,0.6,9.815707810928483,ARI
2026,05,2,IT,quantile,0.6,8.184585218083537,ARI
2026,05,3,IT,quantile,0.6,6.726988718438736,ARI
2026,05,4,IT,quantile,0.6,5.42836682013771,ARI
2026,05,1,IT,quantile,0.65,10.172756262534056,ARI
2026,05,2,IT,quantile,0.65,8.67508049750148,ARI
2026,05,3,IT,quantile,0.65,7.291415001756294,ARI
2026,05,4,IT,quantile,0.65,6.023029819289242,ARI
2026,05,1,IT,quantile,0.7,10.55183376319638,ARI
2026,05,2,IT,quantile,0.7,9.125019111477366,ARI
2026,05,3,IT,quantile,0.7,7.670351772867818,ARI
2026,05,4,IT,quantile,0.7,6.319809173574674,ARI
2026,05,1,IT,quantile,0.75,10.871240813268702,ARI
2026,05,2,IT,quantile,0.75,9.377441699033728,ARI
2026,05,3,IT,quantile,0.75,7.921199926534513,ARI
2026,05,4,IT,quantile,0.75,6.609694355403499,ARI
2026,05,1,IT,quantile,0.8,11.22029606749859,ARI
2026,05,2,IT,quantile,0.8,9.919850043285164,ARI
2026,05,3,IT,quantile,0.8,8.622093063307366,ARI
2026,05,4,IT,quantile,0.8,7.329660333835783,ARI
2026,05,1,IT,quantile,0.85,11.599290317818276,ARI
2026,05,2,IT,quantile,0.85,10.315522768137258,ARI
2026,05,3,IT,quantile,0.85,9.083133183675077,ARI
2026,05,4,IT,quantile,0.85,7.961340697308858,ARI
2026,05,1,IT,quantile,0.9,12.108714720365542,ARI
2026,05,2,IT,quantile,0.9,11.022716517172467,ARI
2026,05,3,IT,quantile,0.9,9.807165020654354,ARI
2026,05,4,IT,quantile,0.9,8.632199069781809,ARI
2026,05,1,IT,quantile,0.95,13.201768391818032,ARI
2026,05,2,IT,quantile,0.95,12.34246553915313,ARI
2026,05,3,IT,quantile,0.95,11.275631300453925,ARI
2026,05,4,IT,quantile,0.95,10.220571720130286,ARI
2026,05,1,IT,quantile,0.975,14.103644447528895,ARI
2026,05,2,IT,quantile,0.975,13.57811580095755,ARI
2026,05,3,IT,quantile,0.975,12.93526208964524,ARI
2026,05,4,IT,quantile,0.975,12.152990168627218,ARI
2026,05,1,IT,quantile,0.99,14.362379780206156,ARI
2026,05,2,IT,quantile,0.99,13.866698591138526,ARI
2026,05,3,IT,quantile,0.99,13.196631290966053,ARI
2026,05,4,IT,quantile,0.99,12.527383166379117,ARI
