anno,settimana,orizzonte,luogo,tipo_valore,id_valore,valore,target
2026,09,1,IT,quantile,0.01,2.4770051275101617,ARI
2026,09,2,IT,quantile,0.01,1.7580863937447233,ARI
2026,09,3,IT,quantile,0.01,1.2488224735303515,ARI
2026,09,4,IT,quantile,0.01,0.8746011843316005,ARI
2026,09,1,IT,quantile,0.025,2.6737644711979,ARI
2026,09,2,IT,quantile,0.025,1.9613594324163368,ARI
2026,09,3,IT,quantile,0.025,1.411358281212321,ARI
2026,09,4,IT,quantile,0.025,0.9671211643927382,ARI
2026,09,1,IT,quantile,0.05,2.9860348101781073,ARI
2026,09,2,IT,quantile,0.05,2.1842221360467575,ARI
2026,09,3,IT,quantile,0.05,1.5190319771019187,ARI
2026,09,4,IT,quantile,0.05,1.0583976475474721,ARI
2026,09,1,IT,quantile,0.1,3.1431969243810927,ARI
2026,09,2,IT,quantile,0.1,2.34767966761951,ARI
2026,09,3,IT,quantile,0.1,1.738324181109914,ARI
2026,09,4,IT,quantile,0.1,1.2720575100714746,ARI
2026,09,1,IT,quantile,0.15,3.3283332602869917,ARI
2026,09,2,IT,quantile,0.15,2.4906194644921866,ARI
2026,09,3,IT,quantile,0.15,1.8594458093083008,ARI
2026,09,4,IT,quantile,0.15,1.3727987822363725,ARI
2026,09,1,IT,quantile,0.2,3.585707737021699,ARI
2026,09,2,IT,quantile,0.2,2.6776502195058507,ARI
2026,09,3,IT,quantile,0.2,1.9601369059713627,ARI
2026,09,4,IT,quantile,0.2,1.416030953829301,ARI
2026,09,1,IT,quantile,0.25,3.7060044918309187,ARI
2026,09,2,IT,quantile,0.25,2.790149224236555,ARI
2026,09,3,IT,quantile,0.25,2.0566318394501844,ARI
2026,09,4,IT,quantile,0.25,1.5167261359138589,ARI
2026,09,1,IT,quantile,0.3,3.795717309463917,ARI
2026,09,2,IT,quantile,0.3,2.9145461964860253,ARI
2026,09,3,IT,quantile,0.3,2.223197765884227,ARI
2026,09,4,IT,quantile,0.3,1.65823891191619,ARI
2026,09,1,IT,quantile,0.35,3.947300504859897,ARI
2026,09,2,IT,quantile,0.35,3.0730081010019523,ARI
2026,09,3,IT,quantile,0.35,2.3731346087085305,ARI
2026,09,4,IT,quantile,0.35,1.7994400009716247,ARI
