anno,settimana,orizzonte,luogo,tipo_valore,id_valore,valore,target
2025,48,1,IT,quantile,0.01,10.076897161684071,ARI
2025,48,2,IT,quantile,0.01,10.7903567625445,ARI
2025,48,3,IT,quantile,0.01,11.486677058089574,ARI
2025,48,4,IT,quantile,0.01,12.258163844952076,ARI
2025,48,1,IT,quantile,0.025,10.241740054401555,ARI
2025,48,2,IT,quantile,0.025,10.919673022071716,ARI
2025,48,3,IT,quantile,0.025,11.672729132350021,ARI
2025,48,4,IT,quantile,0.025,12.458272084531174,ARI
2025,48,1,IT,quantile,0.05,10.336276666267137,ARI
2025,48,2,IT,quantile,0.05,11.043914761561826,ARI
2025,48,3,IT,quantile,0.05,11.898825468285333,ARI
2025,48,4,IT,quantile,0.05,12.810016069502918,ARI
2025,48,1,IT,quantile,0.1,10.478140660819967,ARI
2025,48,2,IT,quantile,0.1,11.311673553940803,ARI
2025,48,3,IT,quantile,0.1,12.206579226347483,ARI
2025,48,4,IT,quantile,0.1,13.145326221538575,ARI
2025,48,1,IT,quantile,0.15,10.596903431042206,ARI
2025,48,2,IT,quantile,0.15,11.433976058127994,ARI
2025,48,3,IT,quantile,0.15,12.353397293861589,ARI
2025,48,4,IT,quantile,0.15,13.351567300004653,ARI
2025,48,1,IT,quantile,0.2,10.674333016753739,ARI
2025,48,2,IT,quantile,0.2,11.560854748228476,ARI
2025,48,3,IT,quantile,0.2,12.537061041011016,ARI
2025,48,4,IT,quantile,0.2,13.646963091141528,ARI
2025,48,1,IT,quantile,0.25,10.728982362722428,ARI
2025,48,2,IT,quantile,0.25,11.670241308238364,ARI
2025,48,3,IT,quantile,0.25,12.704544118608933,ARI
2025,48,4,IT,quantile,0.25,13.82661293758276,ARI
2025,48,1,IT,quantile,0.3,10.789211665562195,ARI
2025,48,2,IT,quantile,0.3,11.751150436302465,ARI
2025,48,3,IT,quantile,0.3,12.814424889967254,ARI
2025,48,4,IT,quantile,0.3,14.024246490492935,ARI
2025,48,1,IT,quantile,0.35,10.847261458120085,ARI
2025,48,2,IT,quantile,0.35,11.816614461105209,ARI
2025,48,3,IT,quantile,0.35,12.94122461962514,ARI
2025,48,4,IT,quantile,0.35,14.175909187496565,ARI
2025,48,1,IT,quantile,0.4,10.906181811447132,ARI
2025,48,2,IT,quantile,0.4,11.92072653412181,ARI
2025,48,3,IT,quantile,0.4,13.055401304923256,ARI
2025,48,4,IT,quantile,0.4,14.315672111964078,ARI
2025,48,1,IT,quantile,0.45,10.964440131631356,ARI
2025,48,2,IT,quantile,0.45,11.992138044634343,ARI
2025,48,3,IT,quantile,0.45,13.180600165621653,ARI
2025,48,4,IT,quantile,0.45,14.496392958251192,ARI
2025,48,1,IT,quantile,0.5,11.026840654462376,ARI
2025,48,2,IT,quantile,0.5,12.087447118120902,ARI
2025,48,3,IT,quantile,0.5,13.298517323442399,ARI
2025,48,4,IT,quantile,0.5,14.667424584634892,ARI
2025,48,1,IT,quantile,0.55,11.103486581608681,ARI
2025,48,2,IT,quantile,0.55,12.185347865728177,ARI
2025,48,3,IT,quantile,0.55,13.423498431490406,ARI
2025,48,4,IT,quantile,0.55,14.830867313990847,ARI
2025,48,1,IT,quantile,0.6,11.158562320238145,ARI
2025,48,2,IT,quantile,0.6,12.276535144692634,ARI
2025,48,3,IT,quantile,0.6,13.556909435449112,ARI
2025,48,4,IT,quantile,0.6,15.0417553076209,ARI
2025,48,1,IT,quantile,0.65,11.21975140824078,ARI
2025,48,2,IT,quantile,0.65,12.361382428195945,ARI
2025,48,3,IT,quantile,0.65,13.692313705150784,ARI
2025,48,4,IT,quantile,0.65,15.247274683583147,ARI
2025,48,1,IT,quantile,0.7,11.280957390830293,ARI
2025,48,2,IT,quantile,0.7,12.461562451947309,ARI
2025,48,3,IT,quantile,0.7,13.843044178422767,ARI
2025,48,4,IT,quantile,0.7,15.433466594251529,ARI
2025,48,1,IT,quantile,0.75,11.338387219807796,ARI
2025,48,2,IT,quantile,0.75,12.574136256243522,ARI
2025,48,3,IT,quantile,0.75,14.014495670314167,ARI
2025,48,4,IT,quantile,0.75,15.653834837575745,ARI
2025,48,1,IT,quantile,0.8,11.423360952466886,ARI
2025,48,2,IT,quantile,0.8,12.702284048726197,ARI
2025,48,3,IT,quantile,0.8,14.155772348401909,ARI
2025,48,4,IT,quantile,0.8,15.881433415773568,ARI
2025,48,1,IT,quantile,0.85,11.499525479853036,ARI
2025,48,2,IT,quantile,0.85,12.846280327046912,ARI
2025,48,3,IT,quantile,0.85,14.399334242067688,ARI
2025,48,4,IT,quantile,0.85,16.166411223147232,ARI
2025,48,1,IT,quantile,0.9,11.599419851010358,ARI
2025,48,2,IT,quantile,0.9,12.975665027271024,ARI
2025,48,3,IT,quantile,0.9,14.615302416261196,ARI
2025,48,4,IT,quantile,0.9,16.551567566861074,ARI
2025,48,1,IT,quantile,0.95,11.7065751890119,ARI
2025,48,2,IT,quantile,0.95,13.184960861072872,ARI
2025,48,3,IT,quantile,0.95,14.947104695851026,ARI
2025,48,4,IT,quantile,0.95,16.98917289817803,ARI
2025,48,1,IT,quantile,0.975,11.837646326727558,ARI
2025,48,2,IT,quantile,0.975,13.336762666998911,ARI
2025,48,3,IT,quantile,0.975,15.237759476955098,ARI
2025,48,4,IT,quantile,0.975,17.441577455683102,ARI
2025,48,1,IT,quantile,0.99,11.954683865871308,ARI
2025,48,2,IT,quantile,0.99,13.597630192525054,ARI
2025,48,3,IT,quantile,0.99,15.61084068878429,ARI
2025,48,4,IT,quantile,0.99,18.098287423753636,ARI
