anno,settimana,luogo,tipo_valore,id_valore,orizzonte,valore
2024,3,01,quantile,0.01,1,10.825741206793209
2024,3,01,quantile,0.01,2,8.065305302031303
2024,3,01,quantile,0.01,3,6.523013434885113
2024,3,01,quantile,0.01,4,5.768181766873125
2024,3,02,quantile,0.01,1,6.86086018901099
2024,3,02,quantile,0.01,2,5.92738416043956
2024,3,02,quantile,0.01,3,5.0728644624175825
2024,3,02,quantile,0.01,4,4.647438133626373
2024,3,03,quantile,0.01,1,10.200933999334001
2024,3,03,quantile,0.01,2,7.759889923409924
2024,3,03,quantile,0.01,3,6.33122585148185
2024,3,03,quantile,0.01,4,5.61995926207126
2024,3,04,quantile,0.01,1,13.611871305361307
2024,3,04,quantile,0.01,2,10.141005194250194
2024,3,04,quantile,0.01,3,7.3782294955710945
2024,3,04,quantile,0.01,4,6.429133140326339
2024,3,05,quantile,0.01,1,7.205141711488512
2024,3,05,quantile,0.01,2,6.18387796863137
2024,3,05,quantile,0.01,3,5.248995916563437
2024,3,05,quantile,0.01,4,4.783560842117881
2024,3,06,quantile,0.01,1,8.881188163170163
2024,3,06,quantile,0.01,2,7.1699541645687646
2024,3,06,quantile,0.01,3,5.926123506946386
2024,3,06,quantile,0.01,4,5.3068770325407915
2024,3,IT,quantile,0.01,1,7.652707690709292
2024,3,IT,quantile,0.01,2,6.5173199192807205
2024,3,IT,quantile,0.01,3,5.477966806953047
2024,3,IT,quantile,0.01,4,4.960520363156842
2024,3,07,quantile,0.01,1,7.423186675724276
2024,3,07,quantile,0.01,2,6.346324047152848
2024,3,07,quantile,0.01,3,5.360545837522476
2024,3,07,quantile,0.01,4,4.8697718908291705
2024,3,08,quantile,0.01,1,8.332887960705962
2024,3,08,quantile,0.01,2,6.924860081185482
2024,3,08,quantile,0.01,3,5.757820117429237
2024,3,08,quantile,0.01,4,5.176804222204461
2024,3,09,quantile,0.01,1,7.254871264735265
2024,3,09,quantile,0.01,2,6.220927074259075
2024,3,09,quantile,0.01,3,5.274437126606726
2024,3,09,quantile,0.01,4,4.80322301112221
2024,3,10,quantile,0.01,1,7.62975558921079
2024,3,10,quantile,0.01,2,6.500220332067933
2024,3,10,quantile,0.01,3,5.466224710009989
2024,3,10,quantile,0.01,4,4.951445515924075
2024,3,11,quantile,0.01,1,5.258038434365635
2024,3,11,quantile,0.01,2,4.7332629867465865
2024,3,11,quantile,0.01,3,4.2528746925607726
2024,3,11,quantile,0.01,4,4.013711301871462
2024,3,14,quantile,0.01,1,7.277823366233767
2024,3,14,quantile,0.01,2,6.238026661471862
2024,3,14,quantile,0.01,3,5.286179223549783
2024,3,14,quantile,0.01,4,4.812297858354977
2024,3,15,quantile,0.01,1,7.0406516507492505
2024,3,15,quantile,0.01,2,6.061330926939727
2024,3,15,quantile,0.01,3,5.164844221804861
2024,3,15,quantile,0.01,4,4.718524436949716
2024,3,16,quantile,0.01,1,9.614380294372296
2024,3,16,quantile,0.01,2,7.497696252813854
2024,3,16,quantile,0.01,3,6.151180365021644
2024,3,16,quantile,0.01,4,5.480811604502163
2024,3,17,quantile,0.01,1,8.638915980685983
2024,3,17,quantile,0.01,2,7.061656778887779
2024,3,17,quantile,0.01,3,5.851756892973692
2024,3,17,quantile,0.01,4,5.249403000066598
2024,3,18,quantile,0.01,1,7.319902218981019
2024,3,18,quantile,0.01,2,6.2693759046953055
2024,3,18,quantile,0.01,3,5.307706401278721
2024,3,18,quantile,0.01,4,4.828935078281717
2024,3,12,quantile,0.01,1,8.422146133200135
2024,3,12,quantile,0.01,2,6.964759118015319
2024,3,12,quantile,0.01,3,5.785218343629703
2024,3,12,quantile,0.01,4,5.197978865747585
2024,3,13,quantile,0.01,1,7.591502086713287
2024,3,13,quantile,0.01,2,6.471721020046621
2024,3,13,quantile,0.01,3,5.446654548438228
2024,3,13,quantile,0.01,4,4.936320770536129
2024,3,19,quantile,0.01,1,8.409394965700967
2024,3,19,quantile,0.01,2,6.959059255611056
2024,3,19,quantile,0.01,3,5.78130431131535
2024,3,19,quantile,0.01,4,5.194953916669995
2024,3,20,quantile,0.01,1,7.7904202997003
2024,3,20,quantile,0.01,2,6.619917442557443
2024,3,20,quantile,0.01,3,5.548419388611388
2024,3,20,quantile,0.01,4,5.014969446553446
2024,3,21,quantile,0.01,1,6.539530768031969
2024,3,21,quantile,0.01,2,5.68798993946054
2024,3,21,quantile,0.01,3,4.9084751052147855
