,anno,settimana,luogo,tipo_valore,id_valore,orizzonte,valore
776,2023,46,13,quantile,0.35,1,7.768955207107136
777,2023,46,13,quantile,0.35,2,8.77596485730146
778,2023,46,13,quantile,0.35,3,8.807121302831709
779,2023,46,13,quantile,0.35,4,8.51253798156574
780,2023,46,19,quantile,0.35,1,5.753955207107135
781,2023,46,19,quantile,0.35,2,6.450964857301458
782,2023,46,19,quantile,0.35,3,6.404621302831707
783,2023,46,19,quantile,0.35,4,6.15653798156574
784,2023,46,20,quantile,0.35,1,9.237955207107136
785,2023,46,20,quantile,0.35,2,10.47096485730146
786,2023,46,20,quantile,0.35,3,10.558621302831709
787,2023,46,20,quantile,0.35,4,10.230137981565742
788,2023,46,21,quantile,0.35,1,8.444955207107135
789,2023,46,21,quantile,0.35,2,9.55596485730146
790,2023,46,21,quantile,0.35,3,9.613121302831708
791,2023,46,21,quantile,0.35,4,9.30293798156574
792,2023,46,01,quantile,0.4,1,11.25630992466914
793,2023,46,01,quantile,0.4,2,12.86429959731729
794,2023,46,01,quantile,0.4,3,13.121255798934085
795,2023,46,01,quantile,0.4,4,12.785685552118776
796,2023,46,02,quantile,0.4,1,9.46230992466914
797,2023,46,02,quantile,0.4,2,10.794299597317291
798,2023,46,02,quantile,0.4,3,10.982255798934084
799,2023,46,02,quantile,0.4,4,10.688085552118777
800,2023,46,03,quantile,0.4,1,9.46230992466914
801,2023,46,03,quantile,0.4,2,10.794299597317291
802,2023,46,03,quantile,0.4,3,10.982255798934084
803,2023,46,03,quantile,0.4,4,10.688085552118777
804,2023,46,04,quantile,0.4,1,7.694309924669141
805,2023,46,04,quantile,0.4,2,8.75429959731729
806,2023,46,04,quantile,0.4,3,8.874255798934083
807,2023,46,04,quantile,0.4,4,8.620885552118775
808,2023,46,05,quantile,0.4,1,10.85330992466914
809,2023,46,05,quantile,0.4,2,12.39929959731729
810,2023,46,05,quantile,0.4,3,12.640755798934084
811,2023,46,05,quantile,0.4,4,12.314485552118777
812,2023,46,06,quantile,0.4,1,3.4303099246691406
813,2023,46,06,quantile,0.4,2,3.834299597317291
814,2023,46,06,quantile,0.4,3,3.790255798934084
815,2023,46,06,quantile,0.4,4,3.6352855521187752
816,2023,46,IT,quantile,0.4,1,9.46230992466914
817,2023,46,IT,quantile,0.4,2,10.794299597317291
818,2023,46,IT,quantile,0.4,3,10.982255798934084
819,2023,46,IT,quantile,0.4,4,10.688085552118777
820,2023,46,07,quantile,0.4,1,7.096309924669141
821,2023,46,07,quantile,0.4,2,8.06429959731729
822,2023,46,07,quantile,0.4,3,8.161255798934084
823,2023,46,07,quantile,0.4,4,7.921685552118776
824,2023,46,08,quantile,0.4,1,9.96930992466914
825,2023,46,08,quantile,0.4,2,11.37929959731729
826,2023,46,08,quantile,0.4,3,11.586755798934083
827,2023,46,08,quantile,0.4,4,11.280885552118775
828,2023,46,09,quantile,0.4,1,13.66130992466914
