target,orizzonte,luogo,tipo_valore,id_valore,valore,settimana,anno
ARI,1,IT,quantile,0.01,11.628865792003994,1,2026
ARI,1,IT,quantile,0.025,12.088629303523117,1,2026
ARI,1,IT,quantile,0.05,12.471286160890475,1,2026
ARI,1,IT,quantile,0.1,12.900730870481043,1,2026
ARI,1,IT,quantile,0.15,13.184834784411901,1,2026
ARI,1,IT,quantile,0.2,13.408085293275127,1,2026
ARI,1,IT,quantile,0.25,13.598175252501559,1,2026
ARI,1,IT,quantile,0.3,13.767981858119594,1,2026
ARI,1,IT,quantile,0.35,13.924745192357625,1,2026
ARI,1,IT,quantile,0.4,14.073115560011663,1,2026
ARI,1,IT,quantile,0.45,14.216432959246895,1,2026
ARI,1,IT,quantile,0.5,14.357367464090629,1,2026
ARI,1,IT,quantile,0.55,14.498301968934364,1,2026
ARI,1,IT,quantile,0.6,14.641619368169595,1,2026
ARI,1,IT,quantile,0.65,14.789989735823633,1,2026
ARI,1,IT,quantile,0.7,14.946753070061664,1,2026
ARI,1,IT,quantile,0.75,15.1165596756797,1,2026
ARI,1,IT,quantile,0.8,15.306649634906131,1,2026
ARI,1,IT,quantile,0.85,15.529900143769357,1,2026
ARI,1,IT,quantile,0.9,15.814004057700215,1,2026
ARI,1,IT,quantile,0.95,16.243448767290783,1,2026
ARI,1,IT,quantile,0.975,16.62610562465814,1,2026
ARI,1,IT,quantile,0.99,17.085869136177266,1,2026
ARI,2,IT,quantile,0.01,8.381456568714817,1,2026
ARI,2,IT,quantile,0.025,9.260235946389678,1,2026
ARI,2,IT,quantile,0.05,9.990831173704288,1,2026
ARI,2,IT,quantile,0.1,10.81001458324191,1,2026
ARI,2,IT,quantile,0.15,11.35159552165033,1,2026
ARI,2,IT,quantile,0.2,11.77701022285781,1,2026
ARI,2,IT,quantile,0.25,12.139143696247212,1,2026
ARI,2,IT,quantile,0.3,12.462578353010164,1,2026
ARI,2,IT,quantile,0.35,12.761131440117918,1,2026
ARI,2,IT,quantile,0.4,13.043675674537969,1,2026
ARI,2,IT,quantile,0.45,13.316582496788643,1,2026
ARI,2,IT,quantile,0.5,13.584944663575854,1,2026
ARI,2,IT,quantile,0.55,13.853306830363065,1,2026
ARI,2,IT,quantile,0.6,14.126213652613739,1,2026
ARI,2,IT,quantile,0.65,14.40875788703379,1,2026
ARI,2,IT,quantile,0.7,14.707310974141544,1,2026
ARI,2,IT,quantile,0.75,15.030745630904496,1,2026
ARI,2,IT,quantile,0.8,15.392879104293899,1,2026
ARI,2,IT,quantile,0.85,15.818293805501378,1,2026
ARI,2,IT,quantile,0.9,16.359874743909796,1,2026
ARI,2,IT,quantile,0.95,17.17905815344742,1,2026
ARI,2,IT,quantile,0.975,17.90965338076203,1,2026
ARI,2,IT,quantile,0.99,18.78843275843689,1,2026
ARI,3,IT,quantile,0.01,8.131786061961392,1,2026
ARI,3,IT,quantile,0.025,9.166184534716148,1,2026
ARI,3,IT,quantile,0.05,10.025145981203089,1,2026
ARI,3,IT,quantile,0.1,10.987327870872823,1,2026
ARI,3,IT,quantile,0.15,11.62299771536291,1,2026
ARI,3,IT,quantile,0.2,12.12211547422662,1,2026
ARI,3,IT,quantile,0.25,12.546872855796618,1,2026
ARI,3,IT,quantile,0.3,12.926166776770707,1,2026
ARI,3,IT,quantile,0.35,13.276234571298046,1,2026
ARI,3,IT,quantile,0.4,13.607500371256602,1,2026
ARI,3,IT,quantile,0.45,13.927448133603336,1,2026
ARI,3,IT,quantile,0.5,14.242058950639827,1,2026
ARI,3,IT,quantile,0.55,14.556669767676317,1,2026
ARI,3,IT,quantile,0.6,14.87661753002305,1,2026
ARI,3,IT,quantile,0.65,15.207883329981607,1,2026
ARI,3,IT,quantile,0.7,15.557951124508946,1,2026
ARI,3,IT,quantile,0.75,15.937245045483035,1,2026
ARI,3,IT,quantile,0.8,16.362002427053035,1,2026
ARI,3,IT,quantile,0.85,16.861120185916743,1,2026
ARI,3,IT,quantile,0.9,17.496790030406828,1,2026
ARI,3,IT,quantile,0.95,18.458971920076564,1,2026
ARI,3,IT,quantile,0.975,19.317933366563505,1,2026
ARI,3,IT,quantile,0.99,20.35233183931826,1,2026
ARI,4,IT,quantile,0.01,7.887243961684559,1,2026
ARI,4,IT,quantile,0.025,9.246110643118751,1,2026
ARI,4,IT,quantile,0.05,10.373086823785933,1,2026
ARI,4,IT,quantile,0.1,11.634179921395289,1,2026
ARI,4,IT,quantile,0.15,12.466693916569419,1,2026
ARI,4,IT,quantile,0.2,13.120083784454616,1,2026
ARI,4,IT,quantile,0.25,13.675966904028574,1,2026
ARI,4,IT,quantile,0.3,14.172250010939377,1,2026
ARI,4,IT,quantile,0.35,14.630226066199143,1,2026
ARI,4,IT,quantile,0.4,15.063561150929333,1,2026
ARI,4,IT,quantile,0.45,15.482064575237317,1,2026
ARI,4,IT,quantile,0.5,15.893574555304331,1,2026
ARI,4,IT,quantile,0.55,16.305084535371346,1,2026
ARI,4,IT,quantile,0.6,16.723587959679328,1,2026
ARI,4,IT,quantile,0.65,17.15692304440952,1,2026
ARI,4,IT,quantile,0.7,17.614899099669284,1,2026
ARI,4,IT,quantile,0.75,18.11118220658009,1,2026
ARI,4,IT,quantile,0.8,18.66706532615405,1,2026
ARI,4,IT,quantile,0.85,19.320455194039244,1,2026
ARI,4,IT,quantile,0.9,20.152969189213373,1,2026
ARI,4,IT,quantile,0.95,21.41406228682273,1,2026
ARI,4,IT,quantile,0.975,22.541038467489912,1,2026
ARI,4,IT,quantile,0.99,23.899905148924105,1,2026
