target,orizzonte,luogo,tipo_valore,id_valore,valore,settimana,anno
ARI,1,IT,quantile,0.01,11.376153402241854,48,2025
ARI,1,IT,quantile,0.025,11.57334620251367,48,2025
ARI,1,IT,quantile,0.05,11.736170975831804,48,2025
ARI,1,IT,quantile,0.1,11.917714644353937,48,2025
ARI,1,IT,quantile,0.15,12.037244107179479,48,2025
ARI,1,IT,quantile,0.2,12.130912141885183,48,2025
ARI,1,IT,quantile,0.25,12.210520793588032,48,2025
ARI,1,IT,quantile,0.3,12.281543318787458,48,2025
ARI,1,IT,quantile,0.35,12.347050620839038,48,2025
ARI,1,IT,quantile,0.4,12.409011778553442,48,2025
ARI,1,IT,quantile,0.45,12.46883908157282,48,2025
ARI,1,IT,quantile,0.5,12.5276603903155,48,2025
ARI,1,IT,quantile,0.55,12.58648169905818,48,2025
ARI,1,IT,quantile,0.6,12.646309002077558,48,2025
ARI,1,IT,quantile,0.65,12.708270159791962,48,2025
ARI,1,IT,quantile,0.7,12.773777461843542,48,2025
ARI,1,IT,quantile,0.75,12.844799987042968,48,2025
ARI,1,IT,quantile,0.8,12.924408638745817,48,2025
ARI,1,IT,quantile,0.85,13.018076673451521,48,2025
ARI,1,IT,quantile,0.9,13.137606136277062,48,2025
ARI,1,IT,quantile,0.95,13.319149804799196,48,2025
ARI,1,IT,quantile,0.975,13.48197457811733,48,2025
ARI,1,IT,quantile,0.99,13.679167378389145,48,2025
ARI,2,IT,quantile,0.01,12.472358119794121,48,2025
ARI,2,IT,quantile,0.025,12.881050832026785,48,2025
ARI,2,IT,quantile,0.05,13.21793720080865,48,2025
ARI,2,IT,quantile,0.1,13.593024189168583,48,2025
ARI,2,IT,quantile,0.15,13.839728981324763,48,2025
ARI,2,IT,quantile,0.2,14.032941435375726,48,2025
ARI,2,IT,quantile,0.25,14.197087934934181,48,2025
ARI,2,IT,quantile,0.3,14.343489788104844,48,2025
ARI,2,IT,quantile,0.35,14.478496247156658,48,2025
ARI,2,IT,quantile,0.4,14.60617698777566,48,2025
ARI,2,IT,quantile,0.45,14.729450042941679,48,2025
ARI,2,IT,quantile,0.5,14.85064525032717,48,2025
ARI,2,IT,quantile,0.55,14.971840457712663,48,2025
ARI,2,IT,quantile,0.6,15.095113512878681,48,2025
ARI,2,IT,quantile,0.65,15.222794253497684,48,2025
ARI,2,IT,quantile,0.7,15.357800712549498,48,2025
ARI,2,IT,quantile,0.75,15.50420256572016,48,2025
ARI,2,IT,quantile,0.8,15.668349065278615,48,2025
ARI,2,IT,quantile,0.85,15.861561519329578,48,2025
ARI,2,IT,quantile,0.9,16.108266311485757,48,2025
ARI,2,IT,quantile,0.95,16.48335329984569,48,2025
ARI,2,IT,quantile,0.975,16.820239668627558,48,2025
ARI,2,IT,quantile,0.99,17.22893238086022,48,2025
ARI,3,IT,quantile,0.01,14.441434398871237,48,2025
ARI,3,IT,quantile,0.025,14.996437566123245,48,2025
ARI,3,IT,quantile,0.05,15.453077711943251,48,2025
ARI,3,IT,quantile,0.1,15.960718898647649,48,2025
ARI,3,IT,quantile,0.15,16.294233345904612,48,2025
ARI,3,IT,quantile,0.2,16.555263347188763,48,2025
ARI,3,IT,quantile,0.25,16.776929487820617,48,2025
ARI,3,IT,quantile,0.3,16.974573076087633,48,2025
ARI,3,IT,quantile,0.35,17.156793687299874,48,2025
ARI,3,IT,quantile,0.4,17.32910118085095,48,2025
ARI,3,IT,quantile,0.45,17.495444939373378,48,2025
ARI,3,IT,quantile,0.5,17.658977499367317,48,2025
ARI,3,IT,quantile,0.55,17.822510059361257,48,2025
ARI,3,IT,quantile,0.6,17.988853817883683,48,2025
ARI,3,IT,quantile,0.65,18.16116131143476,48,2025
ARI,3,IT,quantile,0.7,18.343381922647,48,2025
ARI,3,IT,quantile,0.75,18.541025510914018,48,2025
ARI,3,IT,quantile,0.8,18.76269165154587,48,2025
ARI,3,IT,quantile,0.85,19.023721652830023,48,2025
ARI,3,IT,quantile,0.9,19.357236100086986,48,2025
ARI,3,IT,quantile,0.95,19.864877286791383,48,2025
ARI,3,IT,quantile,0.975,20.32151743261139,48,2025
ARI,3,IT,quantile,0.99,20.876520599863397,48,2025
ARI,4,IT,quantile,0.01,16.319665290230972,48,2025
ARI,4,IT,quantile,0.025,17.083515454963415,48,2025
ARI,4,IT,quantile,0.05,17.71071384356203,48,2025
ARI,4,IT,quantile,0.1,18.406796423442117,48,2025
ARI,4,IT,quantile,0.15,18.86355404935548,48,2025
ARI,4,IT,quantile,0.2,19.220788894414774,48,2025
ARI,4,IT,quantile,0.25,19.524008892592253,48,2025
ARI,4,IT,quantile,0.3,19.79427865840019,48,2025
ARI,4,IT,quantile,0.35,20.04339969795074,48,2025
ARI,4,IT,quantile,0.4,20.27893008887367,48,2025
ARI,4,IT,quantile,0.45,20.506285415938997,48,2025
ARI,4,IT,quantile,0.5,20.729787453716398,48,2025
ARI,4,IT,quantile,0.55,20.9532894914938,48,2025
ARI,4,IT,quantile,0.6,21.180644818559127,48,2025
ARI,4,IT,quantile,0.65,21.416175209482056,48,2025
ARI,4,IT,quantile,0.7,21.665296249032604,48,2025
ARI,4,IT,quantile,0.75,21.935566014840543,48,2025
ARI,4,IT,quantile,0.8,22.23878601301802,48,2025
ARI,4,IT,quantile,0.85,22.596020858077317,48,2025
ARI,4,IT,quantile,0.9,23.05277848399068,48,2025
ARI,4,IT,quantile,0.95,23.748861063870766,48,2025
ARI,4,IT,quantile,0.975,24.37605945246938,48,2025
ARI,4,IT,quantile,0.99,25.139909617201823,48,2025
