target,orizzonte,luogo,tipo_valore,id_valore,valore,settimana,anno
ARI,1,IT,quantile,0.01,6.191623318204144,9,2026
ARI,1,IT,quantile,0.025,6.356337424636809,9,2026
ARI,1,IT,quantile,0.05,6.494357907392334,9,2026
ARI,1,IT,quantile,0.1,6.6501186839711215,9,2026
ARI,1,IT,quantile,0.15,6.753583898185059,9,2026
ARI,1,IT,quantile,0.2,6.835078554082331,9,2026
ARI,1,IT,quantile,0.25,6.904576856525854,9,2026
ARI,1,IT,quantile,0.3,6.966727444283362,9,2026
ARI,1,IT,quantile,0.35,7.024148605147859,9,2026
ARI,1,IT,quantile,0.4,7.078524514327552,9,2026
ARI,1,IT,quantile,0.45,7.131066235720436,9,2026
ARI,1,IT,quantile,0.5,7.18274276896337,9,2026
ARI,1,IT,quantile,0.55,7.2344193022063035,9,2026
ARI,1,IT,quantile,0.6,7.286961023599187,9,2026
ARI,1,IT,quantile,0.65,7.34133693277888,9,2026
ARI,1,IT,quantile,0.7,7.398758093643377,9,2026
ARI,1,IT,quantile,0.75,7.460908681400885,9,2026
ARI,1,IT,quantile,0.8,7.530406983844408,9,2026
ARI,1,IT,quantile,0.85,7.6119016397416805,9,2026
ARI,1,IT,quantile,0.9,7.715366853955618,9,2026
ARI,1,IT,quantile,0.95,7.871127630534406,9,2026
ARI,1,IT,quantile,0.975,8.00914811328993,9,2026
ARI,1,IT,quantile,0.99,8.173862219722595,9,2026
ARI,2,IT,quantile,0.01,5.195559152062458,9,2026
ARI,2,IT,quantile,0.025,5.503260083518985,9,2026
ARI,2,IT,quantile,0.05,5.760917306844675,9,2026
ARI,2,IT,quantile,0.1,6.051527449522691,9,2026
ARI,2,IT,quantile,0.15,6.244487435360864,9,2026
ARI,2,IT,quantile,0.2,6.396436586524908,9,2026
ARI,2,IT,quantile,0.25,6.5259975959265555,9,2026
ARI,2,IT,quantile,0.3,6.641847845616256,9,2026
ARI,2,IT,quantile,0.35,6.748873880609448,9,2026
ARI,2,IT,quantile,0.4,6.850218433330006,9,2026
ARI,2,IT,quantile,0.45,6.948141120284106,9,2026
ARI,2,IT,quantile,0.5,7.0444497509211175,9,2026
ARI,2,IT,quantile,0.55,7.140758381558129,9,2026
ARI,2,IT,quantile,0.6,7.238681068512229,9,2026
ARI,2,IT,quantile,0.65,7.340025621232787,9,2026
ARI,2,IT,quantile,0.7,7.4470516562259785,9,2026
ARI,2,IT,quantile,0.75,7.5629019059156795,9,2026
ARI,2,IT,quantile,0.8,7.692462915317327,9,2026
ARI,2,IT,quantile,0.85,7.844412066481371,9,2026
ARI,2,IT,quantile,0.9,8.037372052319544,9,2026
ARI,2,IT,quantile,0.95,8.32798219499756,9,2026
ARI,2,IT,quantile,0.975,8.58563941832325,9,2026
ARI,2,IT,quantile,0.99,8.893340349779777,9,2026
ARI,3,IT,quantile,0.01,4.643216153477216,9,2026
ARI,3,IT,quantile,0.025,5.08583021282594,9,2026
ARI,3,IT,quantile,0.05,5.456189468259313,9,2026
ARI,3,IT,quantile,0.1,5.873666084448334,9,2026
ARI,3,IT,quantile,0.15,6.150742190865767,9,2026
ARI,3,IT,quantile,0.2,6.36887484581346,9,2026
ARI,3,IT,quantile,0.25,6.554836730870333,9,2026
ARI,3,IT,quantile,0.3,6.721099709214681,9,2026
ARI,3,IT,quantile,0.35,6.874685797794888,9,2026
