anno,settimana,incidenza,target
2025,42,0.400561797752809,ARI+_FLU_A
2025,43,0.45549738219895286,ARI+_FLU_A
2025,44,0.8687425149700599,ARI+_FLU_A
2025,45,1.5368975903614457,ARI+_FLU_A
2025,46,2.3080598802395214,ARI+_FLU_A
2025,47,3.017103762827822,ARI+_FLU_A
2025,48,4.556757650951199,ARI+_FLU_A
2025,49,7.178888888888888,ARI+_FLU_A
2025,50,10.04104979253112,ARI+_FLU_A
2025,51,12.545410435360587,ARI+_FLU_A
2025,52,10.926044718581341,ARI+_FLU_A
2026,01,10.845355648535564,ARI+_FLU_A
2026,02,9.592649857278783,ARI+_FLU_A
2026,03,7.095172413793103,ARI+_FLU_A
2026,04,4.4790124925639505,ARI+_FLU_A
2026,05,2.436382978723404,ARI+_FLU_A
2026,06,1.4113844870725605,ARI+_FLU_A
