anno,settimana,incidenza,target
2025,42,0.40168539325842695,ARI+_FLU_A
2025,43,0.4567539267015706,ARI+_FLU_A
2025,44,0.8699101796407186,ARI+_FLU_A
2025,45,1.538855421686747,ARI+_FLU_A
2025,46,2.310778443113773,ARI+_FLU_A
2025,47,3.0129452054794523,ARI+_FLU_A
2025,48,4.56476821192053,ARI+_FLU_A
2025,49,7.193929961089494,ARI+_FLU_A
2025,50,10.096336386344714,ARI+_FLU_A
2025,51,12.580267201068803,ARI+_FLU_A
2025,52,10.976699142634452,ARI+_FLU_A
2026,01,11.09987665198238,ARI+_FLU_A
2026,02,9.715,ARI+_FLU_A
2026,03,7.024697580645161,ARI+_FLU_A
