anno,settimana,incidenza,target
2025,42,0.40393258426966294,ARI+_FLU_A
2025,43,0.4598952879581152,ARI+_FLU_A
2025,44,0.875748502994012,ARI+_FLU_A
2025,45,1.5721385542168673,ARI+_FLU_A
2025,46,2.356994011976048,ARI+_FLU_A
2025,47,3.0649942987457237,ARI+_FLU_A
2025,48,4.649925558312655,ARI+_FLU_A
2025,49,7.33351111111111,ARI+_FLU_A
2025,50,10.216145228215769,ARI+_FLU_A
2025,51,12.713387524883876,ARI+_FLU_A
2025,52,11.12456647398844,ARI+_FLU_A
2026,01,11.064841402337228,ARI+_FLU_A
2026,02,9.779724727100142,ARI+_FLU_A
2026,03,7.28912809472551,ARI+_FLU_A
2026,04,4.59727626459144,ARI+_FLU_A
2026,05,2.6506263982102904,ARI+_FLU_A
2026,06,1.440450121654501,ARI+_FLU_A
2026,07,0.90029374201788,ARI+_FLU_A
2026,08,0.551156202143951,ARI+_FLU_A
2026,09,0.32642487046632124,ARI+_FLU_A
