anno,settimana,incidenza,target
2025,42,0.032,ARI+_FLU_B
2025,43,0.02530541012216405,ARI+_FLU_B
2025,44,0.011122754491017964,ARI+_FLU_B
2025,45,0.05903614457831325,ARI+_FLU_B
2025,46,0.060934131736526946,ARI+_FLU_B
2025,47,0.03232611174458381,ARI+_FLU_B
2025,48,0.026674937965260544,ARI+_FLU_B
2025,49,0.036083333333333335,ARI+_FLU_B
2025,50,0.030879303193695567,ARI+_FLU_B
2025,51,0.011557622052474261,ARI+_FLU_B
2025,52,0.011542020046260601,ARI+_FLU_B
2026,01,0.0,ARI+_FLU_B
2026,02,0.0067315914489311166,ARI+_FLU_B
2026,03,0.020975609756097562,ARI+_FLU_B
2026,04,0.013032185206098248,ARI+_FLU_B
2026,05,0.023990799309948244,ARI+_FLU_B
2026,06,0.006110056925996205,ARI+_FLU_B
2026,07,0.012855007473841554,ARI+_FLU_B
