anno,settimana,incidenza,target
2025,42,0.03213483146067416,ARI+_FLU_B
2025,43,0.02537521815008726,ARI+_FLU_B
2025,44,0.011152694610778445,ARI+_FLU_B
2025,45,0.05918674698795181,ARI+_FLU_B
2025,46,0.06107784431137724,ARI+_FLU_B
2025,47,0.032397260273972606,ARI+_FLU_B
2025,48,0.026746688741721855,ARI+_FLU_B
2025,49,0.03618677042801557,ARI+_FLU_B
2025,50,0.031161532056619482,ARI+_FLU_B
2025,51,0.01167000668002672,ARI+_FLU_B
2025,52,0.011683554169914264,ARI+_FLU_B
2026,01,0.0,ARI+_FLU_B
2026,02,0.007250000000000001,ARI+_FLU_B
2026,03,0.01702956989247312,ARI+_FLU_B
