anno,settimana,incidenza,target
2025,42,0.400561797752809,ARI+_FLU_A
2025,43,0.45612565445026176,ARI+_FLU_A
2025,44,0.8687425149700599,ARI+_FLU_A
2025,45,1.5368975903614457,ARI+_FLU_A
2025,46,2.30534131736527,ARI+_FLU_A
2025,47,3.0097602739726024,ARI+_FLU_A
2025,48,4.556757650951199,ARI+_FLU_A
2025,49,7.18441111111111,ARI+_FLU_A
2025,50,10.04104979253112,ARI+_FLU_A
2025,51,12.564925124792016,ARI+_FLU_A
2025,52,10.97405112316034,ARI+_FLU_A
2026,01,10.889263024142313,ARI+_FLU_A
2026,02,9.650520175012153,ARI+_FLU_A
2026,03,7.069761904761905,ARI+_FLU_A
2026,04,4.451849489795919,ARI+_FLU_A
2026,05,2.33943763518385,ARI+_FLU_A
