anno,settimana,incidenza,target
2025,42,0.03208988764044944,ARI+_FLU_B
2025,43,0.025340314136125655,ARI+_FLU_B
2025,44,0.011137724550898205,ARI+_FLU_B
2025,45,0.05911144578313253,ARI+_FLU_B
2025,46,0.061005988023952094,ARI+_FLU_B
2025,47,0.032363013698630136,ARI+_FLU_B
2025,48,0.02672456575682382,ARI+_FLU_B
2025,49,0.03615897720956087,ARI+_FLU_B
2025,50,0.031034482758620686,ARI+_FLU_B
2025,51,0.01161612795734755,ARI+_FLU_B
2025,52,0.011631701631701631,ARI+_FLU_B
2026,01,0.0,ARI+_FLU_B
2026,02,0.00711144427786107,ARI+_FLU_B
2026,03,0.015763125763125763,ARI+_FLU_B
2026,04,0.016165951359084406,ARI+_FLU_B
