anno,settimana,incidenza,target
2025,42,0.4,ARI+_FLU_A
2025,43,0.45549738219895286,ARI+_FLU_A
2025,44,0.8675748502994012,ARI+_FLU_A
2025,45,1.5349397590361444,ARI+_FLU_A
2025,46,2.30534131736527,ARI+_FLU_A
2025,47,3.017103762827822,ARI+_FLU_A
2025,48,4.5525227460711335,ARI+_FLU_A
2025,49,7.1733666666666664,ARI+_FLU_A
2025,50,10.029597677312319,ARI+_FLU_A
2025,51,12.528462304882098,ARI+_FLU_A
2025,52,10.918750963762529,ARI+_FLU_A
2026,01,10.852414369256474,ARI+_FLU_A
2026,02,9.599249406175772,ARI+_FLU_A
2026,03,7.117723577235772,ARI+_FLU_A
2026,04,4.483071710897797,ARI+_FLU_A
2026,05,2.501040828062105,ARI+_FLU_A
2026,06,1.3564326375711575,ARI+_FLU_A
2026,07,0.8162929745889387,ARI+_FLU_A
