anno,settimana,incidenza,target
2025,42,0.03204494382022472,ARI+_FLU_B
2025,43,0.02530541012216405,ARI+_FLU_B
2025,44,0.011137724550898205,ARI+_FLU_B
2025,45,0.05911144578313253,ARI+_FLU_B
2025,46,0.061005988023952094,ARI+_FLU_B
2025,47,0.03232611174458381,ARI+_FLU_B
2025,48,0.026699751861042183,ARI+_FLU_B
2025,49,0.036111111111111115,ARI+_FLU_B
2025,50,0.030933609958506223,ARI+_FLU_B
2025,51,0.0115785975407112,ARI+_FLU_B
2025,52,0.011549730146491905,ARI+_FLU_B
2026,01,0.0,ARI+_FLU_B
2026,02,0.006731684110371076,ARI+_FLU_B
2026,03,0.021116584564860427,ARI+_FLU_B
2026,04,0.013634741225461038,ARI+_FLU_B
2026,05,0.019543178973717146,ARI+_FLU_B
2026,06,0.008065054211843203,ARI+_FLU_B
