anno,settimana,incidenza,numero_casi,numero_assistiti,target
2022,43,3.61,163.0,45114.0,ILI
2022,44,4.12,205.0,49730.0,ILI
2022,45,6.51,473.0,72648.0,ILI
2022,46,12.23,1047.0,85577.0,ILI
2022,47,20.24,1816.0,89.72,ILI
2022,48,21.98,2029.0,92295.0,ILI
2022,49,18.0,1956.0,108681.0,ILI
2022,50,15.06,1507.0,100047.0,ILI
2022,51,13.33,1170.0,87776.0,ILI
2022,52,12.27,1081.0,88122.0,ILI
2023,1,10.32,946.0,91682.0,ILI
2023,2,9.69,845.0,87223.0,ILI
2023,3,8.06,763.0,94704.0,ILI
2023,4,8.03,763.0,94961.0,ILI
2023,5,8.29,792.0,95579.0,ILI
2023,6,8.88,794.0,89398.0,ILI
2023,7,8.95,743.0,83037.0,ILI
2023,8,10.64,960.0,90261.0,ILI
2023,9,9.32,803.0,86174.0,ILI
2023,10,7.95,678.0,85301.0,ILI
2023,11,7.13,611.0,85674.0,ILI
2023,12,6.19,483.0,78071.0,ILI
2023,13,5.43,430.0,79235.0,ILI
2023,14,5.89,413.0,70167.0,ILI
