anno,settimana,incidenza,numero_casi,numero_assistiti,target
2022,42,4.4,7925,1799226,ILI
2022,43,4.54,8121,1787204,ILI
2022,44,5.2,9405,1808237,ILI
2022,45,6.99,12975,1856939,ILI
2022,46,9.67,18385,1900514,ILI
2022,47,13.04,24953,1913683,ILI
2022,48,15.72,30169,1919494,ILI
2022,49,15.63,30597,1957394,ILI
2022,50,15.33,30107,1963837,ILI
2022,51,14.03,27456,1957549,ILI
2022,52,12.32,23868,1938027,ILI
2023,1,10.74,20698,1926449,ILI
2023,2,10.3,20426,1983114,ILI
2023,3,9.26,18202,1966688,ILI
2023,4,8.78,17092,1947201,ILI
2023,5,8.54,16637,1948426,ILI
2023,6,8.25,15956,1934415,ILI
2023,7,8.07,15555,1926738,ILI
2023,8,8.1,15461,1908078,ILI
2023,9,7.48,14065,1880329,ILI
